,喜歡,文章ID,板名,留言內容,留言時間,發文者ID
5941,推,M.1437101587.A.6D8,underwear,我是70E 應該也是因為青春期變胖吃出來的XD 學生的時候很討,07/17 19:21,egest
5942,→,M.1437101587.A.6D8,underwear,厭大家會討論 長大後發現其實只要體重不要過重穿搭是很好,07/17 19:21,egest
5943,→,M.1437101587.A.6D8,underwear,藏胸的 我現在BMI19左右 不穿泳裝朋友根本就看不出我的cup,07/17 19:22,egest
5944,推,M.1437101587.A.6D8,underwear,認真穿內衣夏天真的好熱啊！健康快回復加油！,07/18 02:21,kirenenko
5945,推,M.1437101587.A.6D8,underwear,好羨慕有奶的噢...,07/18 19:21,emma23
5946,推,M.1437101587.A.6D8,underwear,天啊 機能up內衣的戰鬥場竟然是職場...,07/19 07:17,bastet729
5947,推,M.1437101587.A.6D8,underwear,真的 以前我小學被我爸說很大 還跟他翻臉XD,07/20 00:34,chieh46
5948,推,M.1437101587.A.6D8,underwear,想請問為何被狗踩到會發現乳癌?,07/28 20:45,lfp
5949,推,M.1437101587.A.6D8,underwear,差23歲像姐妹？,09/23 16:42,haxuan
5950,推,M.1437101587.A.6D8,underwear,有奶走天下,12/31 15:01,backward245
5951,推,M.1437220598.A.0F4,underwear,http://tinyurl.com/p7xartv  跟這個有點類似，但用鈎的,07/18 20:01,Qimagine
5952,推,M.1437220598.A.0F4,underwear,好像還不錯欸,07/18 21:05,d8888872002
5953,推,M.1437220598.A.0F4,underwear,Urban outfitters？,07/19 00:32,chiuph
5954,推,M.1437220598.A.0F4,underwear,我有一件欸在urban outfitter買的。它沒有罩杯喔,07/20 03:20,capricee
5955,→,M.1437220598.A.0F4,underwear,"找到了真的是urban outfitters, http://bit.ly/1HJSjRS ，謝",07/20 09:28,sichy
5956,→,M.1437220598.A.0F4,underwear,謝樓上兩位,07/20 09:28,sichy
5957,推,M.1437220598.A.0F4,underwear,這個影集很好看!!(亂入,07/21 00:33,lutistpa
5958,推,M.1437324957.A.2E5,underwear,應該是尺寸不合， 我之前也是E換F， 結果也是ㄧ邊肩膀會痛(,07/20 01:07,PSYmt
5959,→,M.1437324957.A.2E5,underwear,通常左胸會比右胸豐滿),07/20 01:07,PSYmt
5960,→,M.1437324957.A.2E5,underwear,"後來就穿到G了, 從E直接跳G非常震驚(不過我下圍變小了)",07/20 01:08,PSYmt
5961,→,M.1437324957.A.2E5,underwear,謝謝p大，那你怎麼處理那件不合適的內衣呢@@？,07/20 05:10,Yuri1314
5962,→,M.1437324957.A.2E5,underwear,我現在超後悔當初直接撕標籤穿走，內衣一件原價也要1600,07/20 05:13,Yuri1314
5963,→,M.1437324957.A.2E5,underwear,上下…小姐有拿到G給我穿也是舒服，可是那是原價的她知,07/20 05:13,Yuri1314
5964,→,M.1437324957.A.2E5,underwear,道我預算是特價品,07/20 05:13,Yuri1314
5965,→,M.1437324957.A.2E5,underwear,不知道有沒有便宜的方式，譬如改內衣？好像只聽過改外,07/20 05:14,Yuri1314
5966,推,M.1437324957.A.2E5,underwear,我還沒剪標所以就直接換貨了， 穿起來太痛苦的內衣真的穿,07/20 18:26,PSYmt
5967,→,M.1437324957.A.2E5,underwear,不住QQ。 改內衣只聽過改下圍， 我妹很瘦都會改， 因為買,07/20 18:27,PSYmt
5968,→,M.1437324957.A.2E5,underwear,不到合身的。,07/20 18:27,PSYmt
5969,→,M.1437324957.A.2E5,underwear,t__t感覺我的錢飛走了嗚嗚  BTW P大有推薦的牌子或款式,07/21 00:09,Yuri1314
5970,→,M.1437324957.A.2E5,underwear,"嗎?我現在只有一件合身內衣,看來還要存錢再買至少一件",07/21 00:10,Yuri1314
5971,→,M.1437324957.A.2E5,underwear,"替換(最近一直被少女的繽婷美樂地兔兔火到,可是是否只能",07/21 00:11,Yuri1314
5972,→,M.1437324957.A.2E5,underwear,認分選機能性的寬肩帶包覆佳內衣),07/21 00:11,Yuri1314
5973,→,M.1437324957.A.2E5,underwear,我現在都趁特賣買內衣～找可以試穿跟換貨的， 然後要挑寬,07/21 00:20,PSYmt
5974,→,M.1437324957.A.2E5,underwear,肩帶舒服很多喔～～,07/21 00:20,PSYmt
5975,→,M.1437324957.A.2E5,underwear,穩定性我是覺得喜歡包一點的， 運動會另外再換內衣， 穩定,07/21 00:21,PSYmt
5976,→,M.1437324957.A.2E5,underwear,的好處是比較不會晃跟彈(有時候彈一下蠻痛的…),07/21 00:21,PSYmt
5977,→,M.1437324957.A.2E5,underwear,我也喜歡包覆性佳 ，感覺比較穩定：D,07/25 02:01,Yuri1314
5978,→,M.1437324957.A.2E5,underwear,對了…睡覺要不要穿特殊的內衣@@？最近我覺得趴或躺都,07/25 02:03,Yuri1314
5979,→,M.1437324957.A.2E5,underwear,有很多肉自由奔放…,07/25 02:03,Yuri1314
5980,推,M.1437465703.A.872,underwear,我買過電波桃的!整件除了罩杯那彈性很大~穿好幾次目前,07/21 16:33,satana1002
5981,→,M.1437465703.A.872,underwear,沒鬆掉的跡象,07/21 16:33,satana1002
5982,推,M.1437465703.A.872,underwear,想問一下樓上  強度夠強嗎？,07/21 16:53,yawenopse
5983,推,M.1437465703.A.872,underwear,我覺得強度中等!如果要跑步騎腳踏車是沒問題~如果你要,07/22 16:06,satana1002
5984,→,M.1437465703.A.872,underwear,讓胸部完全不動淘寶的高強度就不錯,07/22 16:07,satana1002
5985,推,M.1437465703.A.872,underwear,推瑪莉菲絲這款顏色好看，包覆不錯，不會壓胸造成胸型,07/23 15:22,yiparlkco
5986,→,M.1437465703.A.872,underwear,不好看,07/23 15:22,yiparlkco
5987,推,M.1437465703.A.872,underwear,剛剛才被女人我最大生火這家的動塑褲...求好心人分享心得,07/23 22:30,mnnmnnm
5988,→,M.1437465703.A.872,underwear,啊!!!,07/23 22:30,mnnmnnm
5989,推,M.1437465703.A.872,underwear,覺得不錯欸,08/01 00:26,pt999
5990,→,M.1436689500.A.68E,underwear,請問如果運動內衣當平常內衣天天穿會不會有什麼問題?,07/12 20:14,STGCBA
5991,→,M.1436689500.A.68E,underwear,胸型跑掉?壓著長不大?..運動內衣適合天天穿嗎@@?,07/12 20:15,STGCBA
5992,推,M.1436689500.A.68E,underwear,他們的運動內衣總覺得支撐不足 比較喜歡shock abs,07/13 09:50,hans1478
5993,推,M.1435806182.A.F4A,underwear,買那些不一定好穿的錢說不定早就可以買一兩件SA了～,07/02 13:16,btshop
5994,→,M.1435806182.A.F4A,underwear,SA真的好穿,07/02 13:16,btshop
5995,→,M.1435806182.A.F4A,underwear,好像也是這樣Q__Q剛剛去試迪卡儂的打槍慘,07/02 18:04,yoruneko
5996,推,M.1435806182.A.F4A,underwear,Nike不考慮嗎,07/03 21:09,abgreen56
5997,推,M.1435806182.A.F4A,underwear,SA跟團購，有打折時真的不貴，最近入手兩件，加運費不到15,07/04 01:03,chloe2
5998,→,M.1435806182.A.F4A,underwear,00,07/04 01:03,chloe2
5999,推,M.1435806182.A.F4A,underwear,SA去團購版跟團，我上次買才1千初頭,07/06 12:15,j9146101j
6000,推,M.1436203876.A.2B9,underwear,日本人好像很怕熱，這種涼感系列真的是夏天的救星,07/07 08:23,ptt246
6001,推,M.1436203876.A.2B9,underwear,夏天很需要~~~,07/07 10:34,moon83
6002,推,M.1436203876.A.2B9,underwear,簍空設計好特別,07/07 16:46,jonaschiu
6003,推,M.1436203876.A.2B9,underwear,感覺好棒 可以請原PO分享定價嗎？ 或是官網？ 謝謝,07/08 22:59,rmoira
6004,推,M.1436203876.A.2B9,underwear,求官網，想試試。我也是胸下超冒汗的，只能靠排汗強,07/09 14:37,tangerineoil
6005,→,M.1436203876.A.2B9,underwear,的運動內衣，才能保持乾爽舒適。,07/09 14:37,tangerineoil
6006,→,M.1436203876.A.2B9,underwear,這種鏤空設計台灣也有 我以前買過幾件 不過是少女內衣款,07/09 22:52,zvezda
6007,推,M.1436203876.A.2B9,underwear,"腋下乳下都濕,這件設計好棒,好想買來試試!",07/13 08:47,prettysop
6008,推,M.1436203876.A.2B9,underwear,在哪裏買得到嗎？,07/13 20:28,hyochon
6009,→,M.1436203876.A.2B9,underwear,生火,07/19 02:06,cami33
6010,推,M.1436203876.A.2B9,underwear,那邊買得到啊 求解,07/30 02:00,KIMO0624
6011,推,M.1433301450.A.00E,underwear,"Mamaway, 華歌爾的媽咪寶貝孕婦專櫃， 媽寶版很多文",06/03 22:21,Nicoleching
6012,→,M.1433301450.A.00E,underwear,章推薦,06/03 22:21,Nicoleching
6013,→,M.1433301450.A.00E,underwear,孕哺內衣真的是早買早享受。。。,06/03 22:22,Nicoleching
6014,→,M.1433301450.A.00E,underwear,還有另一個牌子忘了，可以去媽寶版看,06/03 22:23,Nicoleching
6015,→,M.1433301450.A.00E,underwear,胸型的話，等妳生完妳應該只想舒適。。,06/03 22:24,Nicoleching
6016,→,M.1433301450.A.00E,underwear,而且沒有力管胸型了，除非妳不想餵母乳,06/03 22:25,Nicoleching
6017,→,M.1433301450.A.00E,underwear,謝謝您！！,06/10 10:53,annie257
6018,推,M.1432444343.A.202,underwear,JS那款我在電視上看過，好像很優，心動,05/25 00:48,ass99
6019,推,M.1430115355.A.D93,underwear,我是按照平常內衣尺寸,04/27 15:25,Kasaisin
6020,→,M.1430115355.A.D93,underwear,上圍的大小應該是指吸氣的時候,04/27 15:27,Kasaisin
6021,推,M.1430115355.A.D93,underwear,我照尺寸表拿很剛好。我LADY深杯款36G罩杯有點空，調整型34G,04/27 18:06,crcr
6022,→,M.1430115355.A.D93,underwear,是有點滿。我下圍77cm左右也剛好在邊界。SA run那款34DD罩杯,04/27 18:06,crcr
6023,→,M.1430115355.A.D93,underwear,剛剛好下圍很緊，但也穿得住。如果你不習慣穿太緊就挑34，,04/27 18:06,crcr
6024,→,M.1430115355.A.D93,underwear,習慣穿緊一點的就穿32。,04/27 18:07,crcr
6025,→,M.1430115355.A.D93,underwear,好的，謝謝你們的幫助,04/28 14:27,cheerluvinn
6026,推,M.1430115355.A.D93,underwear,"我妹lady穿34E, SA穿32DD",04/28 22:41,chloe2
6027,→,M.1430115355.A.D93,underwear,你Lady是穿調整型或淺杯？差12公分一般來說是B。,04/29 14:55,Gratulor
6028,→,M.1430115355.A.D93,underwear,-Chloe 請問妹妹下圍穿了會覺得太緊嗎？,04/30 08:04,cheerluvinn
6029,→,M.1430115355.A.D93,underwear,-Gratulor lady是深杯款但覺得size還是有點小，下次,04/30 08:07,cheerluvinn
6030,→,M.1430115355.A.D93,underwear,會考慮再大一cup，這樣的話一樣建議32b嗎？,04/30 08:07,cheerluvinn
6031,推,M.1430115355.A.D93,underwear,她lady穿調整型，可對照官網的尺吋，直接量下胸圍跟上胸,04/30 10:34,chloe2
6032,→,M.1430115355.A.D93,underwear,圍，還蠻準的,04/30 10:34,chloe2
6033,推,M.1430115355.A.D93,underwear,她穿32覺得剛好喔，是67-72cm的範圍,04/30 10:44,chloe2
6034,推,M.1430115355.A.D93,underwear,至少小兩個罩杯>〃<剛買36D罩杯太大,04/30 23:32,copiasavier
6035,→,M.1430115355.A.D93,underwear,"要小lady 2cup,照sa表的參考尺寸買,還蠻準的",05/01 15:15,qqmini
6036,推,M.1430115355.A.D93,underwear,如果方便的話，直接去SA櫃上試穿最準確。,05/02 01:53,chloe2
6037,→,M.1430115355.A.D93,underwear,謝謝大家熱心的回答^_^～,05/03 08:53,cheerluvinn
6038,推,M.1430406802.A.7EA,underwear,要試穿實際至少會小兩個罩杯,04/30 23:29,copiasavier
6039,推,M.1430406802.A.7EA,underwear,試穿的時候大動作原地跑步，上下跳動，左右跳動，胸部不會,05/01 04:40,crcr
6040,→,M.1430406802.A.7EA,underwear,晃動，內衣不會位移就ok了。有人會盡量找肩帶寬的，胸部比,05/01 04:40,crcr
6041,→,M.1430406802.A.7EA,underwear,較有重量的話，肩帶太細肩膀會被勒得很痛。 胸本來就不太會,05/01 04:40,crcr
6042,→,M.1430406802.A.7EA,underwear,晃的話，其實找穿起來舒適，透氣度好，外型漂亮的就好了XD,05/01 04:40,crcr
6043,推,M.1430406802.A.7EA,underwear,也想問下，去試穿sa的，跳的時候看鏡子還是有晃動，但身,05/03 21:25,cashko
6044,→,M.1430406802.A.7EA,underwear,體感覺還好，是不是不可能百分百不晃動呢？店員是說多少,05/03 21:25,cashko
6045,→,M.1430406802.A.7EA,underwear,還是會，但已經減低很多，謝謝,05/03 21:25,cashko
6046,推,M.1430406802.A.7EA,underwear,對 還是會晃 尤其大胸不太可能完全不晃 只是晃動的程度不會,05/05 00:14,crcr
6047,→,M.1430406802.A.7EA,underwear,造成不舒服或拉扯胸部的感覺。,05/05 00:14,crcr
6048,推,M.1430406802.A.7EA,underwear,謝謝c大解惑~,05/05 20:21,cashko
6049,→,M.1430406802.A.7EA,underwear,請問，穿久肩膀會酸是否代表太小了？,05/06 08:46,ChiwenM
6050,推,M.1429626028.A.D05,underwear,謝謝分享!!!,04/22 16:24,ju9454
6051,推,M.1429626028.A.D05,underwear,今天去高雄店買是8折,04/24 18:15,copiasavier
6052,推,M.1429810591.A.1AF,underwear,"版上推的Shock absorber,我覺得不錯，可以參考之前的",04/24 11:59,qwepoighfj
6053,→,M.1429810591.A.1AF,underwear,文章分享。,04/24 12:00,qwepoighfj
6054,推,M.1429810591.A.1AF,underwear,Shock absorb +1,04/24 14:52,yinyintsai
6055,推,M.1429810591.A.1AF,underwear,推SA,04/25 02:04,chloe2
6056,推,M.1430095556.A.BD7,underwear,買運動內衣練胸肌比較快，醫生告訴我下垂是不可逆的，運,04/27 12:35,aa83826
6057,→,M.1430095556.A.BD7,underwear,動只能讓下垂不更惡化，想要胸部堅挺除了從青春期就開始,04/27 12:36,aa83826
6058,→,M.1430095556.A.BD7,underwear,"保養之外，就只有手術了(調整型內衣""不能""調整胸型)",04/27 12:36,aa83826
6059,推,M.1430095556.A.BD7,underwear,推樓上，運動維持真的很重要,04/27 16:22,caca9527
6060,推,M.1430095556.A.BD7,underwear,調整型內衣！胸型很重要,04/30 19:03,sioul
6061,推,M.1430095556.A.BD7,underwear,我覺得胸部的皮膚鬆掉了就會下垂，而且不可逆啊哀,05/04 01:24,marsiy
6062,推,M.1428396776.A.CBE,underwear,穿起來很好看耶 露得很健康~,04/07 18:34,anybabyq
6063,推,M.1428396776.A.CBE,underwear,之前就有穿過那種太高強度的運動內衣 超級無敵緊 運動,04/08 11:14,caircature
6064,→,M.1428396776.A.CBE,underwear,完要脫下來 脫到肩頰骨都快骨折了XD 下次要來買這家的,04/08 11:14,caircature
6065,→,M.1428396776.A.CBE,underwear,試試看,04/08 11:15,caircature
6066,推,M.1428396776.A.CBE,underwear,原po都是丟洗衣機還是手洗呢? 我的貝薇雅到後來襯墊都變形了,04/08 13:15,aktf
6067,推,M.1428396776.A.CBE,underwear,我也有做瑜珈 改天穿穿看LULU代言的這款 滿好看的,04/08 15:29,pearlietoles
6068,推,M.1428396776.A.CBE,underwear,推安卓亞內衣 很舒服 脫下來也不會覺得肌肉快拉傷XD,04/08 16:55,linjungchu
6069,→,M.1428396776.A.CBE,underwear,瑜珈這種強度的運動穿剛好 我都會胸墊拆掉包洗衣袋 可,04/08 16:55,linjungchu
6070,→,M.1428396776.A.CBE,underwear,以穿更久,04/08 16:56,linjungchu
6071,推,M.1428396776.A.CBE,underwear,謝謝樓上的分享~  之前變形我也是拿出來拉好再塞回去XD,04/08 17:40,aktf
6072,推,M.1428396776.A.CBE,underwear,請教原po及各位的經驗，下圍75拿s會勒嗎？謝謝（依其尺,04/08 18:00,yhueikuo
6073,→,M.1428396776.A.CBE,underwear,寸表應該是s，但試穿報告又多是m適中@ [email protected]  ）,04/08 18:00,yhueikuo
6074,推,M.1428396776.A.CBE,underwear,之前有穿過覺得很不錯~胸墊我也會拆掉 然後都手洗XD,04/08 19:18,cherpinpin52
6075,→,M.1428396776.A.CBE,underwear,條紋款好看 想再買來穿!!,04/08 19:18,cherpinpin52
6076,推,M.1428396776.A.CBE,underwear,請問一下，胸墊也要洗嗎？,04/08 19:54,bestchien
6077,推,M.1428396776.A.CBE,underwear,我有買!胸墊跟內衣直接放洗衣袋丟洗衣機 分開洗較好嗎@@,04/13 12:25,chashiun
6078,推,M.1428396776.A.CBE,underwear,請問慢跑適合嗎?,04/14 15:37,wenhuipeng
6079,推,M.1428553798.A.453,underwear,謝謝你的分享  我也是75  打算入手挖背一件!!!,04/13 20:55,aktf
6080,推,M.1428553798.A.453,underwear,推分享,04/15 01:08,soya14
6081,推,M.1428553798.A.453,underwear,太感謝了!!!!淚推!,05/17 12:40,emily4521g
6082,推,M.1428553798.A.453,underwear,這分享太實用了，謝謝,01/04 13:50,ToTakeWing
6083,推,M.1428845000.A.1BE,underwear,SA真的好穿，團購很便宜喔，滿常有人開的。,04/12 21:51,chloe2
6084,推,M.1428845000.A.1BE,underwear,我32E 目前尺寸最合的就是SA 最近要買Wiggle 要一起嗎,04/12 23:13,flora58202
6085,推,M.1428845000.A.1BE,underwear,SA照平常內衣尺寸穿即可,04/13 00:03,Kasaisin
6086,推,M.1428845000.A.1BE,underwear,激凸倒還好，外衣不要穿太薄太貼身的,04/13 00:05,Kasaisin
6087,推,M.1428845000.A.1BE,underwear,SA照官網尺寸表，穿起來剛剛好(期待2樓開團),04/14 03:57,bearoct
6088,推,M.1428845000.A.1BE,underwear,[公告] 板規-禁拍賣連結/廣告/合購,04/14 05:59,conshelity
6089,推,M.1428845000.A.1BE,underwear,請問SA是什麼品牌呢??,04/14 20:15,naikoko
6090,推,M.1428845000.A.1BE,underwear,shock absorber,04/14 23:17,tsaiichien
6091,推,M.1428845000.A.1BE,underwear,我買華歌爾好穿!,04/15 18:11,X566
6092,推,M.1427257772.A.ECC,underwear,一開始穿都比較緊 習慣就好,03/25 14:29,ginisisi
6093,推,M.1427257772.A.ECC,underwear,"妳穿就在喊累,那運動完的脫對妳來說會是個很艱難的任務XD",03/27 13:21,festao
6094,推,M.1427257772.A.ECC,underwear,我穿好會在喬一下，不過運動內衣都穿很緊是真的，不然,04/07 07:35,chung423
6095,→,M.1427257772.A.ECC,underwear,穩定度不足,04/07 07:36,chung423
6096,推,M.1427257772.A.ECC,underwear,要穿緊才不會亂跑。脫掉倒是一個磨難的開始（哭,04/11 13:33,blusonia
6097,推,M.1427257772.A.ECC,underwear,覺得adiads難穿+1 個人建議nike 胸部也不像a牌被壓,04/18 03:04,weivian6644
6098,推,M.1427364141.A.EA7,underwear,其實就跟平時穿制服與體育課換穿體育服一樣道理而已,03/26 18:22,Ayumi720
6099,推,M.1427364141.A.EA7,underwear,只有體育課穿的話沒關係,03/26 23:05,Mozai
6100,→,M.1427364141.A.EA7,underwear,穿好一點的比較好，我之前不懂事都買一般那種的結果現在,03/26 23:06,linziwei
6101,→,M.1427364141.A.EA7,underwear,有點大小胸，背後還有痘疤，因為不透氣 (哭,03/26 23:06,linziwei
6102,→,M.1427364141.A.EA7,underwear,應該沒差吧？沒鋼圈應該不代表束胸吧？只是視覺上壓扁,04/14 17:31,officina
6103,→,M.1427364141.A.EA7,underwear,穿起來不會不舒服/緊應該就沒有壓胸阿？壓胸要用綁的吧,04/14 17:32,officina
6104,推,M.1426516348.A.C04,underwear,美國牌子moving comfort好像不錯，畢竟他主旨是做給美國人,03/16 22:55,eggdog
6105,→,M.1426516348.A.C04,underwear,慢跑穿的,03/16 22:55,eggdog
6106,推,M.1426516348.A.C04,underwear,推 shock absorber,03/17 01:30,chloe2
6107,推,M.1426516348.A.C04,underwear,板上很多SA的文可以參考 通常國外網站各品牌選擇多 也比較便,03/17 01:39,crcr
6108,→,M.1426516348.A.C04,underwear,宜(直接郵局visa卡買很簡單XD)  國內選擇很少…  要找便宜,03/17 01:39,crcr
6109,→,M.1426516348.A.C04,underwear,的話 之前合購版很紅的淘寶高強度內衣(SA的…致敬款…),03/17 01:39,crcr
6110,推,M.1426516348.A.C04,underwear,淘寶高強度內衣跟sa的RUN外型一樣 所以說是致敬款XD 國外網,03/17 02:56,crcr
6111,→,M.1426516348.A.C04,underwear,站sa run大概都可以買到1700左右或更低 跟台灣官網比是便宜,03/17 02:56,crcr
6112,→,M.1426516348.A.C04,underwear,一點啦 如果有遇到零碼出清 又免運的話 買過台灣價格5折的sa,03/17 02:56,crcr
6113,→,M.1426516348.A.C04,underwear,max support 但真的可遇不可求就是了,03/17 02:57,crcr
6114,推,M.1426516348.A.C04,underwear,我覺得淘寶高強度內衣很OK(40E)穿起來比NIKE的舒服.運,03/17 08:00,springtea
6115,→,M.1426516348.A.C04,underwear,動也不會跑掉.(我是快走加慢慢跑),03/17 08:01,springtea
6116,→,M.1426516348.A.C04,underwear,"另外,'小女'和'小女子'不同喔. 常有人弄不清楚.",03/17 08:02,springtea
6117,→,M.1426516348.A.C04,underwear,"也許可以等下個月的母親節檔期,看百貨公司有沒有做活動",03/17 08:04,springtea
6118,推,M.1426516348.A.C04,underwear,我打羽球跟排球淘寶那件都ok,03/18 12:17,Hanneke
6119,推,M.1426516348.A.C04,underwear,之前跟合購團從米國網站買了兩件SA 加上運費平均一件約,03/18 14:26,doroarien
6120,→,M.1426516348.A.C04,underwear,一千兩百多 穿起來很滿意 跑步時胸部完全不會痛 也不會,03/18 14:27,doroarien
6121,→,M.1426516348.A.C04,underwear,移位,03/18 14:28,doroarien
6122,推,M.1426516348.A.C04,underwear,我也推SHOCK ABSORBER，沒有什麼致敬款就是直接選高強,03/23 13:29,cindy1kimo
6123,→,M.1426516348.A.C04,underwear,度的跑步款~,03/23 13:29,cindy1kimo
6124,推,M.1426516348.A.C04,underwear,喔我看到樓上講的致敬款了..剛剛看錯誤會了XD,03/23 13:32,cindy1kimo
6125,推,M.1425149535.A.8BB,underwear,找代買或問Shock Absorber台灣代理商有沒有進?,03/02 00:33,o1986o
6126,→,M.1425149535.A.8BB,underwear,"今天路跑版開的東灣團購運動內衣2XL chest44.5""-48.5""",03/02 11:23,o1986o
6127,→,M.1425149535.A.8BB,underwear,謝謝樓上!!我已在Shock Absorber找到適合的尺寸了^__^,03/04 20:23,skyruby29
6128,推,M.1425149535.A.8BB,underwear,可以借問sb 的運動內衣怎麼買最便宜嗎,03/15 21:05,mickey1281
6129,推,M.1425612149.A.547,underwear,推心得，不知最大尺寸出到多大？QQ,03/06 12:43,Tochter
6130,→,M.1425612149.A.547,underwear,"到日本G(台灣F),如果要更大杯可以考慮下圍往上升,之後再改",03/06 13:49,sunnyC
6131,推,M.1425612149.A.547,underwear,看到你的分享，人剛好在日本立刻去試了一下，側邊和罩,03/06 18:15,windmoon01
6132,→,M.1425612149.A.547,underwear,杯處都還滿包的，後背是窄的，集中度一般可是很舒服，,03/06 18:16,windmoon01
6133,推,M.1425612149.A.547,underwear,我也買了二件，真的要拿大一號的。,03/06 18:19,windmoon01
6134,推,M.1425612149.A.547,underwear,推心得，覺得心動,03/07 13:54,ninikiwi
6135,→,M.1425612149.A.547,underwear,w大你好行動派 XDD 這件實穿後會更滿意!!!,03/07 14:33,sunnyC
6136,推,M.1425612149.A.547,underwear,可惜台灣買不到 QQ,03/07 16:17,elego
6137,推,M.1425612149.A.547,underwear,昨天看了立刻請代買代購！謝謝分享～,03/08 01:49,a5102558182
6138,推,M.1425612149.A.547,underwear,而且我去是銀座三越買的，裡面還有中文店員，完全無,03/08 12:15,windmoon01
6139,→,M.1425612149.A.547,underwear,溝通障礙，服務又超好！推薦給大家,03/08 12:16,windmoon01
6140,→,M.1425612149.A.547,underwear,請問銀座三越是在幾樓呢？想請朋友幫忙買！謝謝,03/11 21:10,fashion0604
6141,推,M.1425612149.A.547,underwear,三樓喔,03/12 01:07,windmoon01
6142,推,M.1420862624.A.8B7,underwear,在日本看過 可是台灣好像沒有,01/10 13:04,ffwind
6143,推,M.1420862624.A.8B7,underwear,調整型有的還不錯～,01/10 14:52,ChiwenM
6144,推,M.1420862624.A.8B7,underwear,喜歡軟一點的可以嘗試蠶絲內衣,01/10 16:22,Hanneke
6145,推,M.1420862624.A.8B7,underwear,蕾絲薄款的內衣基本上每一家都有,01/10 16:34,MATSUMIA
6146,推,M.1420862624.A.8B7,underwear,法式內衣基本上都不會很集中，強調舒適度,01/10 23:39,bigcookie
6147,推,M.1420862624.A.8B7,underwear,個人覺得法系內衣支撐性不足，夠有料的人穿內衣會,01/10 23:43,knightwing
6148,→,M.1420862624.A.8B7,underwear,一直亂跑，老是要喬內衣反而穿得更不舒服......,01/10 23:46,knightwing
6149,→,M.1420862624.A.8B7,underwear,只是不想要很挺、集中的話，可以試試均厚罩杯的款式,01/10 23:48,knightwing
6150,→,M.1420862624.A.8B7,underwear,罩杯大概是什麼？莎露的很舒服,01/11 12:57,iflyindance
6151,推,M.1420862624.A.8B7,underwear,蕾絲無襯鋼圈胸罩,01/11 16:13,paralupi
6152,推,M.1420862624.A.8B7,underwear,我也有跟原PO一樣的困擾 0.0,01/13 03:39,charlenes
6153,推,M.1420862624.A.8B7,underwear,"我是36E, 覺得穿chantelle那類的還滿舒服的",01/23 03:41,RustyNail
6154,→,M.1420862624.A.8B7,underwear,ck,02/06 01:28,iflyindance
6155,推,M.1420896410.A.A9B,underwear,我是買後面有扣子的 沒解開過 沒扣子運動完很難脫,01/10 22:45,mashi0101
6156,推,M.1420896410.A.A9B,underwear,高強度的好穿又不脫扣,01/10 23:54,wishkin
6157,推,M.1420896410.A.A9B,underwear,我買nike高強度 無扣 一開始很緊不好穿脫 穿久稍微鬆了一,01/11 00:58,mikahi
6158,→,M.1420896410.A.A9B,underwear,點後就還好,01/11 00:58,mikahi
6159,推,M.1420896410.A.A9B,underwear,要看你運動的強度到哪，如果需要跑跳，胸部的固定性,01/11 12:40,iflyindance
6160,→,M.1420896410.A.A9B,underwear,要好一點,01/11 12:40,iflyindance
6161,推,M.1420896410.A.A9B,underwear,你在健身房都做些什麼運動呢?,01/11 15:23,rui45
6162,→,M.1420896410.A.A9B,underwear,只跑?重訓?瑜加?胸部大小對挑選也有差,01/11 15:24,rui45
6163,→,M.1420896410.A.A9B,underwear,我去健身房是做跑步機，,01/11 21:36,yuhsin618
6164,→,M.1420896410.A.A9B,underwear,還有一些重訓，,01/11 21:37,yuhsin618
6165,→,M.1420896410.A.A9B,underwear,像是腿部跟胸部！課程那些我還沒上過，,01/11 21:37,yuhsin618
6166,→,M.1420896410.A.A9B,underwear,怕自己剛加入體力負荷不了！因為我之前聽過朋友說，,01/11 21:38,yuhsin618
6167,→,M.1420896410.A.A9B,underwear,當初做胸部伸展跟推的動作，結果扣子就解開了！！所以,01/11 21:38,yuhsin618
6168,→,M.1420896410.A.A9B,underwear,害我不知道哪種的比較適合！,01/11 21:38,yuhsin618
6169,推,M.1420896410.A.A9B,underwear,我是都買NIKE或ADIDAS無扣的運動內衣，的確一開始會很,01/12 10:35,chiachien
6170,→,M.1420896410.A.A9B,underwear,緊 但也覺得胸部真的不晃動許多 穿久稍微會鬆些就還好,01/12 10:36,chiachien
6171,→,M.1420896410.A.A9B,underwear,(同三樓MIKA大意見XD) 會跑步的話我覺得買運動牌耶,01/12 10:37,chiachien
6172,推,M.1420896410.A.A9B,underwear,"跑步:選讓胸部不會太晃的,太晃大力甩動會痛,胸不大就還好",01/12 10:43,rui45
6173,→,M.1420896410.A.A9B,underwear,"重訓:動作舒適為主,衣服不亂跑",01/12 10:43,rui45
6174,→,M.1420896410.A.A9B,underwear,試穿時做類似的動作看有沒問題,01/12 10:44,rui45
6175,→,M.1420896410.A.A9B,underwear,"有的有襯不會激凸,有的要自己貼胸貼或縫泳裝那種襯墊",01/12 10:45,rui45
6176,→,M.1420896410.A.A9B,underwear,"小比較沒問題@@就緊緊的,大的話跑步不能穿太鬆,太緊流汗後",01/12 10:46,rui45
