UID,Prod_output_num,click_on_prod,locations,gender,age,balance,registry_to_use_time,credit_card_paid,active_member,estimated_salary,buy
9125,2,749,Tainan,Male,34,0,4,0,1,174189.04,1
9126,4,753,Tainan,Male,51,79811.72,3,0,0,68260.27,1
9127,10,630,Tainan,Male,39,105473.74,4,0,1,58854.88,1
9128,1,693,Taichung,Female,43,121927.92,4,1,1,87994.95,1
9129,6,838,Tainan,Female,40,61671.19,4,0,0,150659.35,1
9130,5,756,Taichung,Female,39,149363.12,3,1,0,109098.39,0
9131,4,775,Taipei,Female,27,152309.37,4,1,1,104112,0
9132,5,635,Taipei,Female,33,0,3,1,1,122949.71,0
9133,1,705,Tainan,Male,36,111629.29,4,1,0,21807.16,0
9134,3,481,Taipei,Male,40,0,4,1,0,32319.93,0
9135,7,727,Tainan,Female,49,96296.78,4,1,1,190457.87,1
9136,4,595,Taipei,Male,20,95830.43,4,1,1,177738.98,0
9137,0,535,Taipei,Female,38,135919.33,4,1,1,80425.65,0
9138,10,578,Taipei,Male,59,185966.64,4,0,1,9445.42,1
9139,5,597,Taipei,Female,29,0,3,1,0,174825.57,0
9140,7,449,Taipei,Female,21,0,3,0,1,175743.92,0
9141,8,850,Taichung,Female,43,92244.83,3,1,1,54949.73,0
9142,9,494,Taipei,Female,35,112727.06,3,1,1,183752.91,0
9143,8,676,Taipei,Female,34,100359.54,4,0,1,46038.28,0
9144,10,818,Taichung,Male,43,105301.5,4,1,0,78941.59,0
9145,6,712,Tainan,Male,45,112994.65,4,0,1,198398.68,0
9146,4,672,Taichung,Male,40,89025.88,3,1,1,188892.19,0
9147,9,636,Taipei,Male,35,95478.17,4,0,1,169286.74,0
9148,8,698,Taipei,Male,37,0,3,0,1,145004.39,0
9149,7,597,Taichung,Female,43,119127.46,3,1,1,55809.92,0
9150,4,717,Taipei,Male,28,128206.79,4,1,0,54272.12,0
9151,1,614,Taipei,Male,49,0,3,1,1,192440.54,0
9152,4,708,Taichung,Female,23,71433.08,4,1,1,103697.57,0
9153,9,507,Taichung,Male,36,118214.32,2,1,1,119110.03,1
9154,5,581,Taipei,Female,27,102258.11,3,1,1,194681.6,0
9155,2,579,Tainan,Female,39,151963.26,3,1,1,158948.63,0
9156,2,504,Tainan,Female,46,163764.84,4,1,0,165122.55,1
9157,7,737,Taipei,Female,32,128551.36,3,0,0,189402.71,0
9158,10,540,Tainan,Female,31,118158.74,4,1,0,158027.57,0
9159,7,609,Taipei,Male,32,118520.41,4,0,1,3815.48,0
9160,4,778,Taipei,Male,24,0,3,1,0,162809.2,0
9161,10,621,Taipei,Male,40,163823.37,4,0,1,89519.47,0
9162,7,665,Taichung,Male,63,104469.58,4,1,0,25165.36,1
9163,6,608,Taipei,Female,47,0,4,1,0,126012.57,0
9164,7,680,Tainan,Male,36,0,3,1,1,20109.21,0
9165,2,663,Taichung,Female,46,141726.88,4,1,0,58257.23,0
9166,2,627,Taichung,Female,35,137852.96,4,1,0,172269.21,1
9167,1,607,Taipei,Male,26,0,4,1,1,29818.2,0
9168,8,681,Taipei,Female,43,154100.3,4,0,1,114659.81,0
9169,6,766,Taipei,Female,45,0,3,0,1,147184.74,0
9170,2,694,Taipei,Male,30,0,2,0,0,15039.41,0
9171,9,411,Taipei,Female,54,0,4,0,0,76621.49,0
9172,8,742,Taipei,Male,39,140004.96,4,1,0,92985.78,0
9173,8,673,Tainan,Male,43,127132.96,4,0,0,6009.27,1
9174,1,529,Taipei,Male,61,0,3,1,0,191370.97,0
9175,7,519,Taipei,Female,38,125328.56,4,1,1,188225.67,0
9176,9,573,Taipei,Male,35,0,3,1,1,11743.89,0
9177,3,453,Taichung,Female,28,139986.65,4,1,1,136846.75,0
9178,6,798,Taichung,Female,39,119787.76,4,1,0,164248.33,0
9179,10,693,Tainan,Female,34,107556.06,3,0,1,154631.35,0
9180,2,637,Taipei,Female,44,0,3,1,1,149665.65,0
9181,1,672,Taipei,Male,47,0,4,0,1,91574.92,0
9182,0,597,Taipei,Female,28,142705.95,4,1,1,127233.39,0
9183,7,543,Taipei,Male,42,0,4,1,0,56650.47,0
9184,4,695,Tainan,Female,56,0,3,1,1,84644.76,0
9185,6,584,Taipei,Male,35,161613.94,3,1,0,148238.16,0
9186,3,652,Taichung,Female,58,116353.2,3,0,0,193502.9,0
9187,4,601,Taipei,Male,38,60013.81,4,1,0,38020.05,0
9188,4,628,Tainan,Male,28,0,3,1,0,176750.81,0
9189,9,607,Taichung,Male,32,144272.07,3,1,1,176580.63,0
9190,8,646,Taipei,Female,46,0,3,1,1,133059.15,0
9191,6,572,Taipei,Male,30,117696.67,4,1,1,100843.82,0
9192,1,801,Tainan,Male,58,79954.61,3,1,0,30484.19,0
9193,8,597,Taipei,Female,26,149989.39,4,1,1,42330.58,0
9194,7,613,Taipei,Male,40,124339.9,4,0,1,193309.58,0
9195,4,529,Taichung,Male,29,135759.4,4,0,1,112813.79,1
9196,9,794,Tainan,Female,37,0,3,1,1,68008.85,0
9197,3,557,Taipei,Male,34,83074,4,1,1,132673.22,0
9198,4,499,Taipei,Female,28,141792.61,4,1,0,22001.91,0
9199,6,544,Taipei,Female,26,0,4,1,1,100200.4,1
9200,6,739,Taipei,Female,30,0,4,0,1,122604.44,0
9201,1,458,Taichung,Female,43,106870.12,3,1,1,100564.37,0
9202,9,528,Taipei,Male,31,120962.59,4,1,1,5419.31,0
9203,4,773,Tainan,Male,51,0,3,0,1,123587.83,1
9204,5,646,Taipei,Female,30,0,3,1,1,13935.32,0
9205,0,564,Taipei,Male,31,110527.17,4,1,0,87060.77,0
9206,0,624,Taichung,Female,52,133723.43,4,0,1,4859.59,1
9207,5,682,Taipei,Female,52,112670.48,4,1,1,21085.17,1
9208,2,726,Taipei,Female,44,0,3,1,0,26733.86,0
9209,1,560,Taipei,Male,24,116084.32,4,1,1,89734.7,0
9210,0,382,Tainan,Male,36,0,4,1,0,179540.73,1
9211,6,457,Tainan,Female,38,0,3,1,1,173219.09,0
9212,10,673,Taipei,Female,37,0,3,1,0,37411.35,0
9213,4,584,Taipei,Female,40,82441.75,4,0,1,80852.11,0
9214,10,629,Taipei,Female,39,0,3,1,0,43174.49,1
9215,10,584,Taichung,Female,37,134171.8,1,1,0,70927.11,1
9216,10,724,Taipei,Male,30,0,3,1,0,54265.55,0
9217,5,644,Taipei,Male,31,0,3,1,0,41872.17,0
9218,2,676,Taichung,Female,48,124442.38,4,1,1,15068.53,1
9219,4,499,Taipei,Male,31,0,4,1,1,25950.49,0
9220,4,598,Taipei,Male,60,0,4,1,1,197727.14,1
9221,4,655,Taichung,Female,37,108862.76,4,1,1,79555.08,1
9222,3,559,Taipei,Male,28,141099.43,4,1,0,15607.27,0
9223,0,543,Taipei,Female,67,128843.67,4,1,0,134612.48,0
9224,0,679,Taipei,Male,39,86843.61,4,0,0,159830.58,0
9225,4,594,Taichung,Female,32,120074.97,3,1,0,162961.79,0
9226,5,586,Taipei,Male,27,130231.8,3,1,0,192427.16,0
9227,5,776,Taipei,Female,31,0,3,1,1,92647.94,0
9228,2,699,Taipei,Male,39,109724.38,4,1,0,180022.39,0
9229,5,847,Taichung,Female,35,111743.43,4,1,0,183584.14,0
9230,8,582,Taichung,Male,35,121309.17,3,1,0,28750.67,0
9231,10,648,Taipei,Male,38,82697.28,4,1,1,74846.67,0
9232,9,618,Taipei,Female,49,44301.43,2,1,0,89729.3,1
9233,4,543,Taipei,Female,31,138317.94,4,0,1,61843.73,0
9234,4,642,Taichung,Male,49,120688.61,4,1,1,24770.22,1
9235,4,462,Taipei,Male,27,176913.52,4,1,1,80587.27,0
9236,6,640,Tainan,Male,47,89047.14,4,1,1,116286.25,0
9237,4,740,Taichung,Male,40,114318.78,3,1,1,129333.69,1
9238,4,773,Taipei,Female,50,0,3,1,1,129372.94,0
9239,7,583,Taichung,Female,32,94753.55,3,1,0,18149.03,0
9240,10,589,Tainan,Female,46,0,3,0,0,168369.37,0
9241,8,509,Taipei,Male,35,0,3,0,0,67431.28,0
9242,9,612,Taichung,Male,32,106520.73,3,1,1,177092.16,0
9243,0,505,Tainan,Male,37,134006.39,4,1,0,93736.69,0
9244,3,546,Taichung,Female,25,132837.7,4,1,1,131647.31,0
9245,0,681,Taipei,Female,41,120549.29,3,1,1,175722.31,0
9246,1,762,Taipei,Male,20,139432.55,4,1,0,85606.83,0
9247,7,786,Tainan,Male,29,80895.44,3,1,1,64945.57,0
9248,6,629,Tainan,Male,34,0,3,1,1,190347.72,0
9249,7,787,Tainan,Female,39,171646.76,4,0,0,100791.36,0
9250,0,713,Tainan,Male,42,109121.71,4,0,0,167873.49,0
9251,6,541,Taipei,Female,39,109844.81,4,1,1,25289.23,0
9252,7,451,Taipei,Female,31,140931.82,4,0,0,20388.77,0
9253,10,644,Tainan,Male,49,0,3,1,0,145089.64,0
9254,6,686,Taipei,Male,32,0,3,1,0,179093.26,0
9255,3,847,Taichung,Female,41,101543.51,1,1,1,16025.17,1
9256,7,765,Taichung,Male,37,102708.77,4,1,1,9087.81,0
9257,8,678,Taichung,Female,37,149000.91,3,1,0,21472.42,0
9258,0,539,Taipei,Male,20,83459.86,4,1,0,146752.67,0
9259,3,800,Taipei,Female,40,75893.11,3,1,1,132562.23,0
9260,7,799,Taichung,Female,39,167395.6,3,0,0,139537.43,0
9261,6,629,Taipei,Female,61,0,3,1,0,133672.61,0
9262,6,734,Taichung,Female,52,71283.09,3,0,0,38984.37,0
9263,3,542,Taipei,Female,31,0,3,1,0,115217.59,0
9264,3,414,Tainan,Male,60,0,3,1,0,93844.82,0
9265,1,675,Taipei,Female,38,104016.88,4,0,1,22068.83,1
9266,5,683,Taipei,Female,38,127616.56,4,1,1,123846.07,0
9267,5,748,Taipei,Male,32,154737.88,3,1,0,172638.13,0
9268,2,596,Tainan,Male,29,0,3,1,0,1591.19,0
9269,4,642,Taipei,Male,35,125476.31,4,1,0,91775.51,0
9270,3,499,Taipei,Female,21,176511.08,4,1,0,153920.22,0
9271,8,649,Tainan,Female,47,110783.28,4,1,0,71420.16,0
9272,2,739,Taipei,Male,42,141642.92,3,1,1,172149.76,0
9273,1,616,Taipei,Male,31,0,3,1,0,54706.75,0
9274,9,560,Tainan,Female,33,0,4,0,0,183358.21,0
9275,1,427,Taichung,Male,42,75681.52,4,1,0,57098,0
9276,3,435,Taipei,Male,54,0,4,1,1,156910.46,1
9277,7,633,Taipei,Male,29,0,4,1,0,130224.73,0
9278,6,443,Taipei,Male,35,161111.45,4,0,1,13946.66,0
9279,5,727,Taipei,Male,62,0,3,0,0,38652.96,0
9280,6,674,Taipei,Female,45,72494.69,4,0,0,140041.78,0
9281,3,661,Taipei,Female,31,133964.3,4,1,0,166187.1,0
9282,1,619,Tainan,Male,34,0,4,1,1,139919.38,0
9283,3,562,Taipei,Female,27,0,3,1,1,28137.03,0
9284,3,633,Taipei,Male,61,157201.48,4,0,0,50368.63,0
9285,5,551,Tainan,Female,48,95679.29,4,0,1,94978.1,0
9286,7,720,Taichung,Female,29,106230.92,4,1,0,69903.93,1
9287,5,688,Taipei,Female,32,0,3,0,0,177607.77,0
9288,9,635,Taichung,Female,36,81231.85,3,1,1,196731.08,0
9289,1,561,Taipei,Female,31,81480.27,3,1,0,65234.6,0
9290,8,850,Taipei,Male,33,73059.38,4,1,0,186281,0
9291,5,636,Taipei,Male,36,117559.05,3,1,0,111573.3,0
9292,1,461,Taichung,Female,74,186445.31,3,1,0,196767.83,0
9293,5,771,Taichung,Female,38,137657.71,3,1,1,72985.61,0
9294,8,713,Taipei,Male,36,133889.35,4,1,0,143265.65,0
9295,9,658,Taichung,Female,45,134562.8,4,1,0,159268.67,0
9296,9,586,Taichung,Female,56,100781.75,3,1,0,54448.41,0
9297,8,737,Taipei,Male,30,174356.13,4,0,1,31928.5,0
9298,5,742,Taichung,Male,27,190125.43,3,0,1,21793.59,0
9299,7,824,Taipei,Male,26,146266,4,1,1,21903.62,1
9300,9,701,Taichung,Male,41,164046.1,4,1,1,49405.93,0
9301,4,623,Tainan,Female,43,123536.52,3,0,1,154908.52,0
9302,10,744,Taipei,Male,36,0,3,1,0,182867.84,0
9303,1,698,Tainan,Female,38,171848.38,4,0,1,16957.45,0
9304,9,616,Taipei,Male,40,0,3,0,1,93717.55,0
9305,5,662,Taipei,Female,39,139562.05,3,1,1,61636.22,0
9306,2,594,Taipei,Male,37,0,3,0,0,95864.5,0
9307,2,685,Taipei,Male,40,168001.34,3,1,0,167400.29,0
9308,0,742,Taipei,Male,27,0,3,0,0,131534.96,0
9309,6,678,Taichung,Male,83,123356.63,4,0,0,92934.41,0
9310,2,651,Tainan,Male,47,0,3,1,0,119808.64,0
9311,2,585,Taichung,Male,50,125845.66,4,1,1,9439.31,1
9312,10,579,Taichung,Male,40,45408.85,3,1,1,18732.91,0
9313,0,722,Taichung,Female,37,125977.81,4,0,1,160162.42,0
9314,7,613,Taichung,Female,51,147262.11,4,1,0,53630.9,1
9315,8,694,Taipei,Male,42,133767.19,4,1,1,36405.21,0
9316,0,550,Taichung,Male,49,108806.96,2,1,1,61446.92,1
9317,6,741,Taipei,Male,42,106036.52,4,1,1,194686.78,1
9318,9,668,Tainan,Female,69,0,4,0,0,134483.07,0
9319,1,529,Taipei,Female,27,0,3,1,0,37769.98,0
9320,6,636,Taipei,Male,31,0,3,1,0,2382.61,0
9321,1,563,Tainan,Male,61,82182.1,4,1,1,106826.92,1
9322,9,767,Taipei,Female,35,0,3,1,1,39511.61,0
9323,9,644,Taipei,Male,50,76817,1,1,1,196371.13,1
9324,9,780,Taichung,Male,71,142550.25,3,1,0,122506.78,0
9325,10,635,Tainan,Female,41,0,3,1,0,61994.2,0
9326,2,641,Taichung,Male,35,103711.56,4,0,0,192464.21,1
9327,2,593,Tainan,Female,40,0,4,1,0,5194.95,0
9328,7,540,Taichung,Female,35,128369.75,3,1,1,198256.15,0
9329,5,663,Tainan,Male,35,0,3,1,0,62634.94,0
9330,9,630,Taipei,Male,34,0,3,1,0,114006.35,0
9331,8,605,Taichung,Male,19,166133.28,4,1,0,107994.99,0
9332,9,710,Taichung,Female,62,148214.36,4,1,1,48571.14,1
9333,5,755,Taipei,Female,78,121206.96,4,1,0,76016.49,0
9334,10,641,Tainan,Male,25,0,3,1,0,180808.39,0
9335,4,737,Taichung,Male,50,127552.85,3,1,1,4225.11,0
9336,9,695,Taipei,Male,49,159458.53,4,1,1,135841.35,0
9337,5,466,Taichung,Female,47,102085.72,4,1,0,183536.24,1
9338,2,558,Taichung,Male,58,142537.18,4,1,0,88791.83,0
9339,1,665,Tainan,Male,29,182781.74,3,1,0,63732.9,0
9340,10,737,Taipei,Male,45,0,3,1,1,1364.54,0
9341,7,654,Taipei,Male,29,0,3,1,0,149184.15,0
9342,3,619,Taipei,Female,28,0,3,1,1,53394.12,0
9343,3,845,Taichung,Female,43,152063.59,3,1,1,97910.06,0
9344,2,727,Taipei,Female,28,110997.76,4,1,1,101433.76,0
9345,2,582,Taipei,Male,50,148942,4,1,0,116944.3,0
9346,9,716,Taipei,Male,41,0,4,1,0,113267.48,0
9347,0,660,Tainan,Female,36,84438.57,4,1,0,181449.51,0
9348,7,664,Taipei,Female,34,93920.47,4,0,1,179913.98,0
9349,4,801,Taipei,Male,43,158713.08,3,0,1,98586.14,0
9350,4,615,Tainan,Male,42,0,2,0,0,120321.09,0
9351,7,718,Taichung,Male,63,123204.88,4,1,0,100538.8,0
9352,8,667,Taipei,Male,40,72945.29,3,1,1,98931.5,0
9353,0,670,Tainan,Male,37,178742.71,4,1,0,194493.57,0
9354,8,590,Taipei,Male,43,0,3,1,0,143628.31,0
9355,8,739,Tainan,Female,40,0,4,1,1,167030.51,0
9356,7,373,Taipei,Male,42,0,4,1,1,77786.37,1
9357,9,418,Taipei,Female,46,0,4,1,0,81014.5,1
9358,9,837,Taipei,Female,29,0,3,1,0,41866.26,0
9359,9,645,Taichung,Male,43,140121.17,4,1,1,11302.7,1
9360,2,552,Taichung,Male,39,132906.88,4,0,0,149384.43,0
9361,2,580,Taichung,Male,45,179334.83,3,1,0,169303.65,0
9362,3,684,Taipei,Male,35,137179.39,4,1,0,37264.11,0
9363,3,634,Tainan,Male,35,0,3,1,0,19515.48,0
9364,9,607,Taipei,Female,49,119960.29,3,1,1,103068.22,0
9365,9,802,Taipei,Male,29,127414.55,4,1,0,134459.12,0
9366,6,736,Taipei,Female,36,0,4,1,1,70496.66,0
9367,9,629,Taipei,Female,40,137409.19,4,1,1,175877.7,1
9368,8,737,Taipei,Male,28,0,3,1,1,106390.01,0
9369,2,718,Tainan,Female,39,0,4,1,0,52138.49,0
9370,4,561,Taipei,Male,43,0,1,0,1,18522.91,1
9371,9,641,Taipei,Male,31,112494.99,4,1,0,32231.6,0
9372,1,677,Taipei,Male,30,78133.15,4,0,0,174225.88,0
9373,1,641,Tainan,Female,36,0,3,1,1,102021.39,0
9374,5,658,Tainan,Female,32,145553.07,4,1,0,31484.76,0
9375,4,659,Taichung,Male,48,123593.22,3,1,1,82469.06,1
9376,2,567,Taipei,Female,47,0,4,0,1,110900.43,1
9377,0,584,Taipei,Female,26,146286.22,4,1,1,105105.35,0
9378,1,709,Tainan,Female,35,111827.27,3,1,1,12674.68,0
9379,2,690,Tainan,Female,26,0,3,1,0,93255.85,0
9380,1,627,Taipei,Male,70,94416.78,4,0,0,145299.5,0
9381,2,765,Tainan,Male,45,91549.78,4,1,0,47139.44,0
9382,7,645,Taipei,Female,38,59568.57,4,1,0,167723.25,0
9383,2,716,Taipei,Female,23,94464.81,3,0,0,185900.88,0
9384,4,771,Taipei,Female,57,0,4,0,1,85876.67,1
9385,8,687,Taichung,Male,44,95368.14,3,1,0,1787.85,0
9386,10,717,Taichung,Female,33,102185.42,3,1,1,23231.93,0
9387,1,524,Taipei,Male,32,144875.71,4,0,1,187740.04,0
9388,5,679,Tainan,Male,39,0,3,1,0,100060.54,0
9389,2,538,Taipei,Female,32,0,4,1,0,80130.54,0
9390,5,752,Taichung,Female,37,113291.05,3,1,0,132467.54,0
9391,0,846,Tainan,Male,61,0,3,1,0,96202.44,0
9392,0,532,Tainan,Female,39,0,3,1,1,94977.3,0
9393,9,670,Taichung,Male,43,111677.88,4,1,1,178827.3,1
9394,8,597,Taichung,Female,35,131101.04,4,1,0,192852.67,0
9395,1,627,Taichung,Male,52,76101.81,3,0,0,177238.35,0
9396,2,700,Tainan,Female,40,0,3,1,1,199753.97,0
9397,7,766,Taipei,Female,52,92510.9,3,0,0,66193.61,0
9398,2,488,Taipei,Female,34,0,3,1,0,181270.84,0
9399,5,694,Taipei,Male,39,77652.4,4,1,0,25407.59,0
9400,3,639,Taipei,Female,31,98360.03,4,0,1,20973.8,0
9401,4,705,Taichung,Female,46,115518.07,4,0,1,76544.9,1
9402,3,810,Taichung,Male,69,27288.43,4,1,0,110509.9,0
9403,6,638,Taipei,Female,36,0,4,1,1,164247.51,0
9404,5,595,Tainan,Female,43,0,3,0,1,105149.8,0
9405,7,575,Taipei,Male,36,0,4,1,0,55868.97,1
9406,6,850,Taipei,Male,31,131996.66,3,1,0,178747.43,0
9407,2,419,Tainan,Female,27,121580.42,4,0,0,134720.51,0
9408,10,640,Taipei,Male,55,132436.34,4,1,1,978.66,0
9409,10,570,Tainan,Male,34,0,3,0,0,183387.12,0
9410,5,640,Taichung,Female,46,107978.4,3,1,1,155876.06,0
9411,4,689,Taichung,Female,40,78119.59,1,1,1,119259.34,1
9412,6,725,Taipei,Male,26,98684.15,4,0,1,133720.57,0
9413,10,751,Taipei,Female,44,0,3,1,1,170634.49,0
9414,9,544,Tainan,Female,53,0,4,1,1,125692.07,1
9415,2,768,Taichung,Female,43,129264.05,3,0,1,19150.14,0
9416,6,648,Taichung,Male,37,131753.41,4,1,1,86894.67,0
9417,6,577,Tainan,Female,33,0,3,1,1,57975.8,0
9418,2,639,Tainan,Female,27,0,4,1,0,82938.99,0
9419,1,686,Taichung,Male,26,57422.62,4,1,0,79189.4,0
9420,7,657,Taipei,Female,28,0,3,0,0,5177.62,0
9421,5,613,Taipei,Male,34,144094.2,4,1,1,44510.26,0
9422,9,701,Taipei,Male,33,147510.34,4,1,1,190611.92,0
9423,8,578,Tainan,Female,28,161592.76,4,1,1,177834.79,0
9424,1,689,Taipei,Female,40,0,3,1,0,119446.64,0
9425,4,687,Tainan,Female,72,0,3,1,0,50267.69,0
9426,1,499,Tainan,Female,53,75225.53,3,0,1,144849.1,1
9427,0,693,Tainan,Female,39,0,3,0,1,81901.6,0
9428,9,737,Taipei,Female,70,87542.89,3,1,0,42576.86,0
9429,8,651,Taipei,Female,32,144581.96,4,1,0,87609.5,0
9430,5,753,Taipei,Male,33,122568.05,3,1,0,82820.85,0
9431,5,523,Tainan,Female,24,172231.93,4,0,0,155144.12,0
9432,2,458,Taichung,Female,28,171932.26,3,1,0,9578.24,0
9433,7,643,Taipei,Male,39,0,3,1,0,170392.59,0
9434,7,638,Tainan,Female,34,0,3,0,1,3946.29,0
9435,4,685,Taichung,Male,38,111798.06,3,1,0,102184.66,0
9436,4,684,Taipei,Male,38,0,2,1,1,75609.84,0
9437,5,670,Taipei,Female,27,79336.61,4,1,0,26170.08,0
9438,3,701,Taichung,Male,63,120916.52,2,0,1,144727.45,1
9439,3,705,Taipei,Female,31,142905.51,4,1,0,58134.97,0
9440,10,593,Tainan,Male,27,0,2,0,1,94620,1
9441,1,651,Taipei,Female,33,96834.78,4,1,1,108764.69,0
9442,9,741,Taipei,Male,37,105261.76,3,1,0,149503.54,0
9443,1,596,Taichung,Male,54,123544,4,1,0,120314.75,1
9444,2,581,Taichung,Male,41,127913.71,3,1,0,44205.95,0
9445,5,689,Tainan,Female,28,95328.6,4,1,1,6129.61,1
9446,4,544,Taipei,Male,30,73218.89,4,0,0,126796.69,0
9447,1,718,Taipei,Female,41,0,3,0,0,27509.52,1
9448,8,583,Taichung,Male,35,149995.72,3,1,1,42143.55,0
9449,8,663,Taichung,Male,28,123674.28,3,1,0,87985.2,0
9450,2,666,Taichung,Male,33,124125.26,4,1,1,81884.8,0
9451,3,524,Tainan,Male,29,159035.45,4,1,1,2705.31,1
9452,5,599,Taipei,Male,27,0,3,1,1,30546.4,0
9453,7,667,Taipei,Male,27,156811.74,4,1,0,149402.59,0
9454,4,727,Taipei,Male,52,0,3,1,0,118429.02,0
9455,4,689,Tainan,Female,55,0,3,1,0,58442.25,0
9456,6,639,Taipei,Male,39,150555.83,4,1,1,30414.17,0
9457,2,678,Taipei,Male,28,109137.12,4,1,0,58814.41,0
9458,8,523,Taipei,Male,36,158351.02,3,1,1,155304.53,0
9459,9,650,Taipei,Female,47,0,4,1,1,187943.6,0
9460,7,744,Tainan,Male,35,0,3,1,0,43036.6,0
9461,4,697,Taipei,Male,40,0,3,0,0,26543.28,0
9462,6,800,Tainan,Female,46,0,3,1,1,171928.04,0
9463,7,664,Taipei,Male,24,0,4,0,0,35611.35,0
9464,9,740,Taipei,Male,39,0,3,1,1,19047.23,0
9465,2,835,Taipei,Female,56,0,3,1,0,39820.13,0
9466,2,559,Taipei,Male,52,0,4,1,1,129013.59,1
9467,1,676,Tainan,Male,36,82729.49,4,1,1,113810.12,0
9468,9,613,Taichung,Female,45,142765.24,3,1,1,34749.65,0
9469,4,713,Taipei,Female,25,121172.97,4,1,0,56268.98,0
9470,10,751,Taichung,Female,28,132932.14,3,1,0,46630.47,0
9471,8,523,Taipei,Male,22,123374.46,4,1,0,124906.59,0
9472,0,775,Taichung,Female,74,161371.5,4,1,0,134869.93,0
9473,4,608,Tainan,Male,45,0,3,0,1,36697.48,1
9474,8,673,Taipei,Male,51,79563.36,3,1,0,172200.91,0
9475,2,616,Taipei,Male,46,0,3,1,1,137136.46,0
9476,7,650,Taichung,Female,48,138232.24,4,1,1,57594.78,0
9477,5,655,Taipei,Female,41,0,4,0,1,36548,1
9478,1,782,Taichung,Female,53,81571.05,4,1,1,182960.46,1
9479,1,781,Tainan,Male,35,0,3,0,1,42117.9,0
9480,0,593,Taipei,Female,33,95927.04,4,1,1,199478.05,0
9481,8,505,Tainan,Male,35,116932.59,4,1,1,91092.84,0
9482,1,707,Taipei,Male,40,0,3,1,1,14090.4,1
9483,3,692,Taipei,Female,36,79551.12,4,0,0,178267.07,0
9484,1,813,Taichung,Male,30,116416.94,4,0,0,85808.22,0
9485,4,850,Tainan,Male,37,88141.1,4,1,1,109659.12,0
9486,6,753,Taipei,Male,32,177729.13,4,1,0,161642.08,0
9487,5,850,Tainan,Female,32,0,4,1,0,3830.59,0
9488,6,671,Tainan,Male,32,123912.78,3,1,0,146636.44,0
9489,3,791,Taipei,Female,33,0,4,1,0,144413.92,1
9490,3,624,Taipei,Male,80,0,4,1,0,65801.44,0
9491,4,649,Taipei,Female,35,108306.44,4,1,0,192486.24,0
9492,4,732,Taichung,Female,48,102962.62,4,1,1,120852.85,1
9493,0,664,Taipei,Female,36,103502.22,4,1,0,146191.82,0
9494,8,789,Taichung,Male,43,119654.44,3,0,0,148412.24,1
9495,10,680,Taipei,Male,33,183768.47,4,1,1,164119.35,0
9496,1,701,Taipei,Male,37,0,3,1,1,163457.55,0
9497,1,684,Taipei,Female,25,0,3,0,0,144978.47,0
9498,6,586,Taipei,Female,52,140900.97,4,1,0,67288.89,0
9499,5,522,Taichung,Female,25,94049.92,3,1,1,103269,0
9500,8,739,Tainan,Female,27,98926.4,4,1,0,106969.98,0
9501,2,835,Taichung,Male,18,142872.36,4,1,0,117632.63,0
9502,3,790,Tainan,Male,29,46057.96,3,1,0,189777.66,0
9503,6,671,Taipei,Female,48,119769.77,4,0,0,66032.65,0
9504,5,560,Taipei,Female,44,143244.97,4,1,1,98661.27,0
9505,10,651,Taipei,Male,28,79562.98,4,1,0,74687.37,0
9506,6,682,Taipei,Male,69,0,3,0,0,149604.18,0
9507,0,808,Taipei,Male,41,0,4,1,0,79888.78,0
9508,8,644,Tainan,Male,26,96659.64,3,1,0,138775.69,0
9509,1,688,Taipei,Male,29,0,3,1,1,154695.57,0
9510,2,617,Taipei,Female,26,165947.99,3,0,0,168834.38,0
9511,4,738,Taipei,Male,33,92676.3,4,1,1,105817.63,0
9512,5,663,Taipei,Male,45,83195.12,4,1,0,48682.1,0
9513,5,515,Taipei,Male,48,129387.94,4,0,0,147955.91,1
9514,9,845,Taipei,Female,28,0,3,1,0,56185.98,0
9515,9,639,Tainan,Male,38,130233.14,4,1,0,81861.1,0
9516,3,557,Taipei,Female,32,123502.53,4,1,0,69826.8,0
9517,8,543,Taichung,Male,37,140894.06,3,1,0,118059.19,0
9518,7,585,Taichung,Male,44,163867.86,4,1,0,112333.22,0
9519,2,610,Taipei,Female,27,0,3,1,1,14546.76,0
9520,2,727,Taichung,Female,18,93816.7,3,1,1,126172.11,0
9521,8,540,Tainan,Female,40,0,3,1,1,3560,0
9522,7,418,Taipei,Male,35,0,3,1,0,88878.15,0
9523,0,660,Taipei,Female,32,114668.89,4,1,1,84605,0
9524,5,850,Taichung,Male,38,146756.68,4,1,1,78268.61,0
9525,6,618,Taipei,Female,46,150213.71,4,1,1,120668.46,1
9526,5,642,Taichung,Male,18,111183.53,3,0,0,10063.75,0
9527,9,850,Taipei,Female,40,99816.46,4,1,0,163989.66,1
9528,9,739,Taipei,Male,34,0,4,1,1,60584.33,0
9529,5,508,Taipei,Female,41,0,3,1,0,94170.84,0
9530,6,667,Taipei,Male,41,0,3,0,1,167181.77,0
9531,5,741,Taipei,Female,60,0,4,1,0,38914.51,0
9532,7,592,Taipei,Male,29,0,3,1,0,91196.67,0
9533,6,651,Taichung,Female,45,86714.06,4,1,1,85869.89,1
9534,2,773,Tainan,Male,52,0,3,1,1,57337.79,0
9535,8,850,Tainan,Male,41,132838.07,4,1,0,175347.28,0
