sno,sna,sarea,mday,ar,sareaen,snaen,aren,act,srcUpdateTime,updateTime,infoTime,infoDate,total,available_rent_bikes,latitude,longitude,available_return_bikes
500112038,YouBike2.0_?????21?????賤????,2024/12/10 12:21,?????23?賹???Xinyi Dist,YouBike2.0_Ln. 121??Songren Rd Intersection,No. 123??Songren Rd. (North),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:21,2024/12/10,31,17,25.03476,121.56865,13,,
500112039,YouBike2.0_?啾????,?賤????,2024/12/10 12:09,?啾?賊?51???賹???Xinyi Dist,YouBike2.0_Fude Elementary School,No. 2??Ln. 251??Fude St. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:09,2024/12/10,42,27,25.03846,121.58618,15,
500112040,YouBike2.0_?啾????,?賤????,2024/12/10 12:24,?剜?????剜????45????Xinyi Dist,YouBike2.0_Fude Park,No. 135??Dadao Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,35,21,25.03841,121.58355,12,
500112042,YouBike2.0_??????賤???????????,?賤????,2024/12/10 12:13,?????9??Xinyi Dist,YouBike2.0_Songgao Rd. (Xinyi Place A4),No. 19??Songgao Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:13,2024/12/10,17,6,25.03918,121.56654,11,
500112043,YouBike2.0_??????????賤????,2024/12/10 12:24,?????8?賹???Xinyi Dist,YouBike2.0_Xingya Rd. & Songren Rd. Intersection,No. 28??Songren Rd. (North),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,65,50,25.0401,121.56822,15,,
500112044,YouBike2.0_?啾摮???,?賤????,2024/12/10 12:16,?????9?賹迤?謅?,Xinyi Dist,YouBike2.0_Fuxiang Park (Aly. 11??Ln. 127??Yongji Rd.),No. 99??Songlong Rd. (Southwest),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:16,2024/12/10,26,11,25.04626,121.57045,15
500112045,YouBike2.0_????蟡??株??,?賤????,2024/12/10 12:22,?????77?賹???Xinyi Dist,YouBike2.0_Bus Wuxing Sta.,No. 277??Songren Rd. (South),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,56,11,25.02388,121.56984,45,
500112046,YouBike2.0_?????,?賤????,2024/12/10 12:19,?????00??1?賹迤??Xinyi Dist,YouBike2.0_Taihe Park,No. 81??Ln. 600??Wuxing St. (West),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:19,2024/12/10,40,26,25.0193,121.57105,12,
500112047,YouBike2.0_??????(?蝎?????7??,?賤????,2024/12/10 12:01,?蝎?????3???賹迤??Xinyi Dist,YouBike2.0_Xingya Elementary School (Ln. 37??Sec. 1??Jilong Rd.),No. 9??Ln. 83??Sec. 1??Jilong Rd. (West),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:01,2024/12/10,27,3,25.04773,121.56895,21,
500112048,YouBike2.0_??勗????(?????0????,?賤????,2024/12/10 12:23,?????1?賹迤??Xinyi Dist,YouBike2.0_Yaxiang Park (Ln. 50??Songxin Rd.),No. 61??Songxin Rd. (West),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,12,5,25.04732,121.57211,7,
500112049,YouBike2.0_?????,?賤????,2024/12/10 12:23,????1?賹???Xinyi Dist,YouBike2.0_Songshan Sta.,No. 11??Songshan Rd. (South),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,70,17,25.0489,121.57841,53,
500112050,YouBike2.0_?叟?????,?賤????,2024/12/10 12:15,?????61?賹???Xinyi Dist,YouBike2.0_Wuchang Park,No. 161??Songlong Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:15,2024/12/10,37,1,25.04797,121.57432,35,
500112051,YouBike2.0_?岳????????賤????,2024/12/10 12:24,??????岳??甇?謅??剔????Xinyi Dist,YouBike2.0_Yongji Rd. & Songxin Rd. Intersection,Songxin Rd./Yongji Rd. (Southwest),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,35,12,25.04548,121.57207,23,,
500112052,YouBike2.0_?????,?賤????,2024/12/10 12:13,?蝎?????9-1????,Xinyi Dist,YouBike2.0_Sanxing Elementary School,No. 99-1??Sec. 2??Keelung Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:13,2024/12/10,26,0,25.02969,121.55766,24
500112053,YouBike2.0_???????????賤????,2024/12/10 12:19,?????剜????/???????潸號蹓?,Xinyi Dist,YouBike2.0_Civic Blvd. & Songxin Rd. Intersection,Sec. 6??Civic Blvd. & Songxin Rd. Intersection (West),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:19,2024/12/10,20,2,25.04927,121.57205,18,
500112054,YouBike2.0_???朴???賤????,2024/12/10 12:24,?察???璇舀??謜599??6?賹???Xinyi Dist,YouBike2.0_Songshan Senior High School,No. 36??Ln. 599??Sec. 4??Zhongxiao E. Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,42,30,25.0433,121.5638,12,,
500112055,YouBike2.0_?蝎?????????賤????,2024/12/10 12:22,?蝎??????????謅?(?????,Xinyi Dist,YouBike2.0_Keelung Rd. & Guangfu Rd. Intersection,Sec. 2??Keelung Rd. & Guangfu S. Rd. Intersection (Northeast),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,31,6,25.03005,121.55764,25,
500112056,YouBike2.0_?蝎??察????舫頦????賤????,2024/12/10 12:24,?察???璇舀??謜550??Xinyi Dist,YouBike2.0_Keelung Rd. & Zhongxiao Rd. Intersection (Southwest),No. 550??Sec. 4??Zhongxiao E. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,21,10,25.04108,121.5629,10,,
500112057,YouBike2.0_????????????,?賤????,2024/12/10 12:23,?????08??0??Xinyi Dist,YouBike2.0_Taihe Activity Center,No. 60??Ln. 308??Songren Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,25,8,25.0213,121.57027,17,
500112058,YouBike2.0_????綽????(2?賹??,?賤????,2024/12/10 12:21,?察???璇舀??叟???00??Xinyi Dist,YouBike2.0_MRT Houshanpi Sta. (Exit 2),No. 800??Sec. 5??Zhongxiao E. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:21,2024/12/10,22,12,25.04395,121.58184,10,
500112059,YouBike2.0_????岳?????賤????,2024/12/10 12:23,?岳???56?賹???Xinyi Dist,YouBike2.0_Hulin St. & Yongji Rd. Intersection,No. 356??Yongji Rd. (East),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,21,1,25.04519,121.57712,20,,
500112060,YouBike2.0_?岳????,?賤????,2024/12/10 12:19,?岳???26??6?賹迤??Xinyi Dist,YouBike2.0_Yongji Park,No. 66??Ln. 326??Yongji Rd. (West),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:19,2024/12/10,25,5,25.04345,121.57539,20,
500112061,YouBike2.0_?岳???21?????賤????,2024/12/10 12:10,?岳???23?賹迤??Xinyi Dist,YouBike2.0_Ln. 321??Yongji Rd. Intersection,No. 323??Yongji Rd. (West),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:10,2024/12/10,19,0,25.04561,121.57549,18,,
500112062,YouBike2.0_???岳?????賤????,2024/12/10 12:23,????66??Xinyi Dist,YouBike2.0_Songshan Rd. & Yongji Rd. Intersection,No. 166??Songshan Rd,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,20,5,25.04623,121.57772,15,,
500112063,YouBike2.0_????92?????賤????,2024/12/10 12:14,????79??Xinyi Dist,YouBike2.0_Ln. 292??Songshan Rd. Intersection,No. 279??Songshan Rd,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:14,2024/12/10,20,1,25.0432,121.57789,19,,
500112064,YouBike2.0_?????扯?3?賹??,?賤????,2024/12/10 12:07,?賤????????賤???????1?????潸號???,Xinyi Dist,YouBike2.0_MRT Xiangshan Sta.(Exit.3),Sec. 5??Sinyi Rd. & Ln. 91??Sec. 5??Sinyi Rd. Intersection (Northwest),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:07,2024/12/10,51,25,25.03295,121.5712,26
500112065,YouBike2.0_?????,?賤????,2024/12/10 12:22,????68??0?賹?,Xinyi Dist,YouBike2.0_Songde Park,No. 20??Ln. 168??Songde Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,40,37,25.03657,121.57349,3
500112066,YouBike2.0_?▼蝒??批偎,?賤????,2024/12/10 12:23,??????????秋?????Xinyi Dist,YouBike2.0_TWTC Exhibition Hall 3,Shihfu Rd. & Songshou Rd. Intersection (Southeast),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,54,40,25.03511,121.56369,13,
500112067,YouBike2.0_??????蛔????賤????,2024/12/10 12:21,????9?賹?,Xinyi Dist,YouBike2.0_Songde Rd. & Hulin St. Intersection,No. 79??Songde Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:21,2024/12/10,30,3,25.0383,121.5762,26,
500112068,YouBike2.0_?????,?賤????,2024/12/10 12:24,?????09?賹?,Xinyi Dist,YouBike2.0_Futai Park,No. 209??Songsin Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,32,13,25.04185,121.57204,19
500112069,YouBike2.0_?蝎?????01?????賤????,2024/12/10 12:23,?蝎?????09-6?賹?,Xinyi Dist,YouBike2.0_Ln. 101??Sec. 1??eelung Rd. Intersection,No. 109-6??Sec. 1??Keelung Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,32,6,25.04516,121.56702,26,
500112070,YouBike2.0_????悻謋嗉?2?賹??,?賤????,2024/12/10 12:23,?????32??4?賹迤??Xinyi Dist,YouBike2.0_MRT Yongchun Sta.(Exit.2),No. 44??Ln. 132??Hulin St. (West),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,30,19,25.0405,121.57538,11,
500112071,YouBike2.0_?????60???賤????,2024/12/10 12:21,?????60???????60??1?????????,Xinyi Dist,YouBike2.0_Ln. 260??Wuxing St. Intersection,Ln. 260??Wuxing St. & Aly. 21??Ln. 260??Wuxing St. Intersection (Southeast),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:21,2024/12/10,32,5,25.02606,121.5631,27,
500112072,YouBike2.0_???啣??(?謅??,?賤????,2024/12/10 12:22,?謅???啾?賊謅(?????,Xinyi Dist,YouBike2.0_Songshan Vocational High School (Linkou St.),Linkou St.??Xinyi Dist. & Fude St. Intersection (Southeast),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,47,43,25.03593,121.57906,3
500112073,YouBike2.0_?撮??閮?????賤????,2024/12/10 12:22,?撮??????閮?????潸號???,Xinyi Dist,YouBike2.0_Ren'ai Rd. & Yisian Rd. Intersection,Sec. 4??Ren'ai Rd. & Yisian Rd. Intersection (Northwest),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,38,,25.03771,121.56124,29,
500112075,YouBike2.0_?賤???蝎?????賤????,2024/12/10 12:23,?賤???????93?賹?,Xinyi Dist,YouBike2.0_Xinyi & Keelung Intersection,No. 393??Sec. 4??Sinyi Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,26,24,25.03321,121.55873,2,
500112076,YouBike2.0_??????101/?▼蝒?2?賹??,?賤????,2024/12/10 12:24,??????101/?▼蝒?2?賹??(?潸號蹓?,Xinyi Dist,YouBike2.0_MRT Taipei 101 / World Trade Center Sta.(Exit.2),MRT Taipei 101 & World Trade Center Sta. (Exit.2) (West),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,52,2,25.0327,121.56157,50
500112078,YouBike2.0_?????84??6?????賤????,2024/12/10 12:23,?????84??6??4?賹迤??Xinyi Dist,YouBike2.0_Aly. 36??Ln. 284??Wuxing St.,No. 24??Aly. 36??Ln. 284??Wuxing St. (West),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,25,1,25.02236,121.56268,23,,
500112079,YouBike2.0_????∵??豢?謢???憌??賤????,2024/12/10 12:19,??豰?謅?51?賹???Xinyi Dist,YouBike2.0_Xiehe Youde High School,No. 51??Zhongpo S. Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:19,2024/12/10,20,16,25.0426,121.58381,4,,
500112080,YouBike2.0_?啾?????蟡????賤????,2024/12/10 12:21,?啾?賊?08?賹???Xinyi Dist,YouBike2.0_Fude Elementary School  Bus Station,No. 308??Fude St. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:21,2024/12/10,19,10,25.03929,121.58755,6,,
500112081,YouBike2.0_?????5?????賤????,2024/12/10 12:24,??????????5???????,Xinyi Dist,YouBike2.0_Ln. 95??Songren Rd.,Songren Rd. & Ln. 95??Songren Rd. Intersection (Southeast),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,60,28,25.03656,121.56866,20,
500112082,YouBike2.0_?蝞??謅??赯茁1,?賤????,2024/12/10 12:23,??察豕????????????,Xinyi Dist,YouBike2.0_Nan Shan Plaza,Songzhi Rd. & Songlian Rd. Intersection (Northeast),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,68,44,25.03404,121.56598,6
500112083,YouBike2.0_??軋???赯??賤????,2024/12/10 12:23,??????賹???Xinyi Dist,YouBike2.0_Jinglian Plaza,No. 8??Songqin St. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,23,16,25.03214,121.55974,7,,
500112084,YouBike2.0_??砍????,?賤????,2024/12/10 12:10,?????0??5?賹???Xinyi Dist,YouBike2.0_Jingping Park,No. 15??Ln. 50??Songping Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:10,2024/12/10,26,5,25.02976,121.5642,20,
500112085,YouBike2.0_???????謚?(3?賹??,?賤????,2024/12/10 12:22,?察???璇舀?/??????????,Xinyi Dist,YouBike2.0_MRT Taipei City Hall Sta. (Exit 3),Zhongxiao E. Rd. & Songren Rd. Intersection (Southeast),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,92,37,25.04084,121.56789,55
500112086,YouBike2.0_?叟???????賤????,2024/12/10 11:17,??豰?謅?57?賹?,Xinyi Dist,YouBike2.0_Wufenpu Park,No. 57??Zhongpo N. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 11:17,2024/12/10,20,6,25.04719,121.58058,14,
500112087,YouBike2.0_?????05???賤????,2024/12/10 12:21,??????????83????Xinyi Dist,YouBike2.0_No. 305??Songren Rd.,Songren Rd. & Aly. 3??Ln. 583??Wuxing St. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:21,2024/12/10,21,8,25.02306,121.57036,13,,
500112088,YouBike2.0_?????94?????賤????,2024/12/10 12:03,?????94???????Xinyi Dist,YouBike2.0_Ln.394??Wuxing St.,Ln. 394??Wuxing St. & Wuxing St. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:03,2024/12/10,12,4,25.02474,121.56741,8,,
500112089,YouBike2.0_?察???璇舀??叟???15?????賤????,2024/12/10 12:24,?察???璇舀??叟????察???璇舀??叟???15??Xinyi Dist,YouBike2.0_Ln. 215??Sec. 5??Zhongxiao E. Rd.,Sec. 5??Zhongxiao E. Rd. & Ln. 215??Sec. 5??Zhongxiao E. Rd. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,24,19,25.0409,121.5705,4,,
500112090,YouBike2.0_?????????賤????,2024/12/10 12:21,?????????Xinyi Dist,YouBike2.0_Songqin St. & Zhuangjing Rd. Intersection,Songqin St. & Zhuangjing Rd. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:21,2024/12/10,15,2,25.03203,121.5615,13,,
500112091,YouBike2.0_??????????賤????,2024/12/10 12:13,??????????Xinyi Dist,YouBike2.0_Songren Rd & Songping Rd. Intersection,Songren Rd & Songping Rd. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:13,2024/12/10,10,2,25.03047,121.56838,8,,
500112092,YouBike2.0_?賤????????賤????,2024/12/10 12:16,?賤???????80?賹?,Xinyi Dist,YouBike2.0_Xinyi Rd. & Songde Rd. Intersection,No. 180??Sec. 5??Xinyi Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:16,2024/12/10,23,15,25.03322,121.57433,8,
500112093,YouBike2.0_???????謚?(4?賹??,?賤????,2024/12/10 12:20,?察???璇舀??叟???1???察???璇舀??叟???1??8??Xinyi Dist,YouBike2.0_MRT Taipei City Hall Sta. (Exit 4),Ln. 71??Sec. 5??Zhongxiao E. Rd. & Aly. 18??Ln. 31??Sec. 5??Zhongxiao E. Rd. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:20,2024/12/10,14,4,25.04146,121.56731,10,
500112094,YouBike2.0_?????84???????,?賤????,2024/12/10 11:55,?????84??3?賹???Xinyi Dist,YouBike2.0_Ln. 284??Wuxing St. (Guangan Shrine),No. 23??Ln. 284??Wuxing St. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 11:55,2024/12/10,15,1,25.02326,121.56329,14,
500112095,YouBike2.0_??穿??哨????(?潸號???,?賤????,2024/12/10 12:12,?賤???7???賤??蛔???????Xinyi Dist,YouBike2.0_Jingqin No.2 Park (Southwest),Ln. 67??Xin'an St. & Xin'an St. Intersection (Southeast),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:12,2024/12/10,22,3,25.02605,121.5577,19,
500112096,YouBike2.0_??????,?賤????,2024/12/10 12:17,?賤???7??5?賹???Xinyi Dist,YouBike2.0_Keqin New Village,No. 75??Ln. 67??Xin'an St. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:17,2024/12/10,18,16,25.02589,121.56073,1,
500112097,YouBike2.0_??箏??璇舀????91???賤????,2024/12/10 12:23,??箏??璇舀????91?賹?,Xinyi Dist,YouBike2.0_No. 291??Sec. 3??Heping E. Rd.,No. 291??Sec. 3??Heping E. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,20,1,25.02186,121.55532,19,
500112098,YouBike2.0_?岳???68?????賤????,2024/12/10 12:03,?岳???78?賹?,Xinyi Dist,YouBike2.0_Ln. 468??Yongji Rd.,No. 478??Yongji Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:03,2024/12/10,13,4,25.04533,121.57915,8,
500112099,YouBike2.0_????謍????(?潸號蹓?,?賤????,2024/12/10 12:23,?啾?賊?4??5?賹???Xinyi Dist,YouBike2.0_Guangci Social Housing (Zone D),No. 15??Ln. 84??Fude St. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,23,4,25.03866,121.58082,19,
500112100,YouBike2.0_??箏??璇舀????41?????賤????,2024/12/10 11:57,??箏??璇舀????41??3?賹???Xinyi Dist,YouBike2.0_Ln. 341??Sec. 3??Heping E. Rd.,No. 63??Ln. 341??Sec. 3??Heping E. Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 11:57,2024/12/10,22,3,25.02188,121.55891,19,,
500112101,YouBike2.0_??????,?賤????,2024/12/10 12:22,?????6?賹???Xinyi Dist,YouBike2.0_Gexin Park,No. 36??Songlong Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:22,2024/12/10,20,2,25.04367,121.56741,18,
500112102,YouBike2.0_?綜?????,?賤????,2024/12/10 12:19,?賤???03???????84??2??Xinyi Dist,YouBike2.0_Lishuang Park,Ln. 103??Xin'an St. & Aly. 22??Ln. 284??Wuxing St. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:19,2024/12/10,17,7,25.0246,121.56028,8,
500112103,YouBike2.0_?蝞??????蹌???憸脰??嗆??,?賤????,2024/12/10 12:19,?察???璇舀??謜545??Xinyi Dist,YouBike2.0_Taipei Cultural & Sports Park,No. 545??Sec. 4??Zhongxiao E. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:19,2024/12/10,33,27,25.04144,121.56126,5,
500112104,YouBike2.0_????????寡?撠寡?5?賹??,?賤????,2024/12/10 12:19,?????謅?200?賹???Xinyi Dist,YouBike2.0_MRT S.Y.S Memorial Hall Sta. (Exit 5),No. 200??Guangfu S. Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:19,2024/12/10,23,2,25.04206,121.55792,19,
500112105,YouBike2.0_?????謅??梱滿璆???賤????,2024/12/10 12:23,?????謅?76?賹???Xinyi Dist,YouBike2.0_Guangfu S. Rd. & Yanchang Rd. Intersection,No. 76??Guangfu S. Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,25,6,25.04482,121.55795,19,,
500112106,YouBike2.0_??豰?謅??行????賤????,2024/12/10 12:12,??豰?謅?35?賹?,Xinyi Dist,YouBike2.0_Zhongpo N. Rd. & Yongji Rd. Intersection,No. 35??Zhongpo N. Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:12,2024/12/10,15,2,25.04557,121.58059,12,
500112107,YouBike2.0_?????81??6???賤????,2024/12/10 12:21,?????81??6??4??Xinyi Dist,YouBike2.0_Aly. 66??Ln. 281??SongRen Rd.,No. 14??Aly. 66??Ln. 281??Songren Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:21,2024/12/10,20,3,25.02261,121.57178,17,,
500112108,YouBike2.0_?蝎?????????賤????,2024/12/10 10:28,?蝎??????賹??撖???敺??Xinyi Dist,YouBike2.0_KeeLung Rd. & Civic Blvd. Intersection,No. 3??Sec. 1??KeeLung Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 10:28,2024/12/10,26,6,25.04892,121.56906,18,,
500112109,YouBike2.0_?????53???????賤????,2024/12/10 12:18,?????53?????賹?,Xinyi Dist,YouBike2.0_Aly. 4??Ln. 253??SongRen Rd.,No. 1??Aly. 4??Ln. 253??Songren Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:18,2024/12/10,22,5,25.02559,121.56954,17,
500112110,YouBike2.0_????69?????賤????,2024/12/10 12:23,????69??3?賹???Xinyi Dist,YouBike2.0_Ln. 169??Songde Rd.,No. 23??Ln. 169??Songde Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,20,3,25.03633,121.57582,17,,
500112111,YouBike2.0_??????,?賤????,2024/12/10 12:13,?????56??5??7?賹????,Xinyi Dist,YouBike2.0_Wuxing Community,No. 17??Aly. 25??Ln. 156??Wuxing St.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:13,2024/12/10,22,3,25.02815,121.56114,18
500112113,YouBike2.0_?岳???87?????賤????,2024/12/10 12:21,?岳???89?賹?,Xinyi Dist,YouBike2.0_Ln. 187??YongJi Rd.,No. 189??YongJi Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:21,2024/12/10,16,8,25.04584,121.57273,8,
500112114,YouBike2.0_?撮?????12???賤????,2024/12/10 12:17,?撮?????12???賹???Xinyi Dist,YouBike2.0_Ln. 512??Sec. 4??RenAi Rd.,No. 6??Ln. 512??Sec. 4??RenAi Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:17,2024/12/10,16,1,25.03706,121.56124,14,,
500112115,YouBike2.0_?賤????謒恍?4?????賤????,2024/12/10 12:16,?賤???51????,Xinyi Dist,YouBike2.0_XinAn St. & Ln. 44??FuYang St. Intersection,No. 151??XinAn St.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:16,2024/12/10,21,4,25.02309,121.55537,16,
500112117,YouBike2.0_?閮????????賤????,2024/12/10 12:06,?閮?????????Xinyi Dist,YouBike2.0_YiXian Rd. & SongGao Rd. Intersection,YiXian Rd. & SongGao Rd. Intersection,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:06,2024/12/10,25,8,25.03942,121.56149,17,,
500113001,YouBike2.0_?箇??????蛔????潸號???,?蟡??,2024/12/10 12:18,?????86????,Wanhua Dist,YouBike2.0_Dechang St & Baoxing St Intersection (Northwest),No. 186??Baoxing St.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:18,2024/12/10,14,2,25.02365,121.49528,12
500113002,YouBike2.0_??????蛔????潸號???,?蟡??,2024/12/10 12:23,??????????潸號???,Wanhua Dist,YouBike2.0_Baoxing St & Changtai St Intersection (Southwest),Baoxing St & Changtai St Intersection. (Southwest),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,17,12,25.0216,121.49597,5
500113003,YouBike2.0_?????86?????蟡??,2024/12/10 12:23,?????82????,Wanhua Dist,YouBike2.0_Ln. 486??Wanda Rd,No. 482??Wanda Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,10,6,25.01975,121.4973,4,
500113004,YouBike2.0_??????駁??秋,?蟡??,2024/12/10 12:24,??????賹?,Wanhua Dist,YouBike2.0_Guoxing Rd & Sec. 2??Zhonghua Rd Intersection,No. 2??Guoxing Rd.,1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,22,3,25.02485,121.50898,19
500113005,YouBike2.0_??舀賑???,?蟡??,2024/12/10 12:23,???駁?????65?賹???Wanhua Dist,YouBike2.0_Guting Junior High School,No. 465??Sec. 2??Zhonghua Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,25,17,25.02442,121.5107,8,
500113006,YouBike2.0_??????????蟡??,2024/12/10 12:17,???????5?賹???Wanhua Dist,YouBike2.0_Guoxing Rd & Shuiyuan Rd Intersection,No. 15??Ln 1??Guoxing Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:17,2024/12/10,23,3,25.02297,121.50845,20,,
500113007,YouBike2.0_???????次??????蟡??,2024/12/10 12:24,?????2?賹???Wanhua Dist,YouBike2.0_Youth Park Golf Driving Range,No. 42??Guoxing Rd. (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:24,2024/12/10,25,3,25.02481,121.50755,22,,
500113008,YouBike2.0_??????????蟡??,2024/12/10 12:23,??????????舫頦???Wanhua Dist,YouBike2.0_Guoxing Rd & Qingnian Rd Intersection,Guoxing Rd & Qingnian Rd Intersection. (Southwest),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:23,2024/12/10,51,4,25.02594,121.50651,46,,
500113009,YouBike2.0_????????????蟡??,2024/12/10 12:19,?????6?賹???Wanhua Dist,YouBike2.0_Youth Park Baseball Field,No. 66??Qingnian Rd (Opposite),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:19,2024/12/10,28,12,25.0241,121.50289,15,,
500113010,YouBike2.0_???????????蟡??,2024/12/10 12:13,?????????皜???Wanhua Dist,YouBike2.0_Youth Park Basketball Courts,Youth Park Basketball Courts. (South),1,2024/12/10 12:24,2024/12/10 12:24,2024/12/10 12:13,2024/12/10,24,7,25.02085,121.50539,17,,
