Member_number,Date,itemDescription,Quality
2732,04-03-2014,soda,1
3905,04-04-2014,whole milk,1
3100,16-04-2014,curd,1
1549,17-07-2014,bottled water,1
3726,03-09-2014,mustard,1
1429,19-10-2014,yogurt,1
2928,04-11-2014,brown bread,1
3482,13-01-2014,oil,1
2410,06-12-2014,root vegetables,1
4448,11-12-2014,whole milk,1
3095,08-05-2014,newspapers,1
4445,25-04-2014,light bulbs,1
3148,23-04-2014,UHT-milk,1
4746,08-07-2014,sugar,1
2814,10-06-2014,butter,1
4494,08-11-2014,frozen dessert,1
2631,29-09-2014,hair spray,1
3021,15-11-2014,soups,1
1530,05-09-2014,sliced cheese,1
4202,12-07-2014,rolls/buns,1
3931,22-06-2014,frozen vegetables,1
1644,13-07-2014,brown bread,1
3149,25-01-2014,pastry,1
2122,06-04-2014,soda,1
3831,01-03-2014,bottled water,1
3583,21-03-2014,Instant food products,1
3848,28-02-2014,chewing gum,1
1264,11-12-2014,white bread,1
2060,25-05-2014,soups,1
4116,12-10-2014,yogurt,1
4727,12-04-2014,rolls/buns,1
1692,04-05-2014,sugar,1
4370,12-02-2014,domestic eggs,1
1355,29-03-2014,soda,1
2549,20-08-2014,potato products,1
2612,11-06-2014,pastry,1
1094,11-12-2014,detergent,1
2932,10-11-2014,rolls/buns,1
4402,09-10-2014,newspapers,1
3942,06-05-2014,rolls/buns,1
2644,29-03-2014,chocolate,1
3116,12-03-2014,frozen vegetables,1
1188,04-07-2014,cleaner,1
1387,31-05-2014,soda,1
4468,12-03-2014,bottled water,1
1652,06-12-2014,canned beer,1
1234,16-03-2014,margarine,1
3480,31-08-2014,white wine,1
3946,19-04-2014,roll products ,1
2784,10-08-2014,coffee,1
3743,13-08-2014,brown bread,1
2313,02-05-2014,dishes,1
2746,17-01-2014,brown bread,1
4543,11-05-2014,hard cheese,1
1692,11-11-2014,ready soups,1
4163,16-02-2014,newspapers,1
1379,21-09-2014,rolls/buns,1
1442,01-10-2014,candles,1
3517,21-08-2014,margarine,1
2177,29-06-2014,salty snack,1
2086,08-01-2014,butter,1
1169,01-11-2014,detergent,1
4113,13-03-2014,UHT-milk,1
4807,03-04-2014,bottled beer,1
3688,09-02-2014,whipped/sour cream,1
4252,25-12-2014,newspapers,1
1136,25-05-2014,shopping bags,1
3590,31-10-2014,bottled beer,1
3523,16-10-2014,other vegetables,1
2801,10-10-2014,bottled water,1
3264,11-10-2014,onions,1
4033,18-03-2014,frozen vegetables,1
4944,26-08-2014,dishes,1
1740,13-07-2014,rolls/buns,1
1108,25-06-2014,specialty cheese,1
3327,03-08-2014,chocolate marshmallow,1
2148,06-12-2014,whole milk,1
1932,02-06-2014,onions,1
1943,16-09-2014,UHT-milk,1
1416,04-03-2014,long life bakery product,1
1592,28-11-2014,rolls/buns,1
1452,31-05-2014,mayonnaise,1
2138,12-12-2014,rolls/buns,1
3482,30-07-2014,root vegetables,1
3499,13-06-2014,whole milk,1
1668,25-07-2014,bottled water,1
2298,15-04-2014,margarine,1
1214,08-07-2014,waffles,1
1937,18-04-2014,specialty bar,1
2312,14-02-2014,pastry,1
2469,17-06-2014,photo/film,1
4826,02-03-2014,curd,1
2127,16-04-2014,margarine,1
3409,15-05-2014,whipped/sour cream,1
1162,05-04-2014,coffee,1
4723,28-08-2014,rice,1
2254,02-03-2014,newspapers,1
3684,28-08-2014,butter,1
2746,03-08-2014,white bread,1
1275,10-06-2014,pastry,1
1654,26-11-2014,other vegetables,1
4463,08-06-2014,bottled beer,1
2658,28-09-2014,rolls/buns,1
3018,17-11-2014,packaged fruit/vegetables,1
3934,24-09-2014,bottled beer,1
1426,03-10-2014,yogurt,1
2898,10-06-2014,soda,1
2004,09-05-2014,butter,1
2551,11-01-2014,curd,1
1816,21-08-2014,canned beer,1
3992,12-04-2014,dessert,1
1211,12-12-2014,domestic eggs,1
3356,26-06-2014,butter,1
4690,17-12-2014,rolls/buns,1
2540,11-11-2014,cream cheese ,1
1948,04-01-2014,other vegetables,1
2146,22-10-2014,organic products,1
4406,16-08-2014,shopping bags,1
4769,20-08-2014,whipped/sour cream,1
2371,07-09-2014,nuts/prunes,1
2986,28-03-2014,other vegetables,1
4084,23-04-2014,packaged fruit/vegetables,1
2218,13-05-2014,root vegetables,1
4649,19-09-2014,fruit/vegetable juice,1
2722,26-07-2014,sweet spreads,1
1259,24-06-2014,berries,1
3129,02-04-2014,coffee,1
1223,20-09-2014,flour,1
1457,12-05-2014,white bread,1
2987,16-04-2014,coffee,1
3811,23-03-2014,canned beer,1
3899,22-04-2014,brown bread,1
3013,12-05-2014,brown bread,1
1456,01-07-2014,hygiene articles,1
3616,08-10-2014,salty snack,1
2612,30-05-2014,bottled water,1
3505,05-08-2014,soft cheese,1
4221,01-06-2014,frozen meals,1
4540,26-12-2014,coffee,1
3356,08-11-2014,canned beer,1
3281,19-04-2014,napkins,1
2092,17-12-2014,bottled water,1
2620,19-04-2014,whipped/sour cream,1
4456,01-05-2014,soda,1
1253,01-03-2014,liqueur,1
4925,18-12-2014,rolls/buns,1
3663,19-12-2014,cream cheese ,1
2539,23-11-2014,yogurt,1
3809,11-11-2014,detergent,1
3587,18-02-2014,soda,1
4103,22-12-2014,curd,1
3137,23-02-2014,sugar,1
4368,22-05-2014,yogurt,1
4660,23-01-2014,specialty chocolate,1
3967,07-03-2014,soda,1
4193,30-04-2014,whole milk,1
4243,29-12-2014,whipped/sour cream,1
1495,10-11-2014,misc. beverages,1
4813,15-05-2014,rolls/buns,1
2445,29-10-2014,fruit/vegetable juice,1
2213,25-08-2014,white bread,1
4591,11-07-2014,sliced cheese,1
4663,24-02-2014,flower (seeds),1
4526,28-10-2014,sliced cheese,1
4367,28-09-2014,shopping bags,1
4877,19-05-2014,canned vegetables,1
4814,18-01-2014,yogurt,1
3145,15-08-2014,whole milk,1
1589,27-08-2014,root vegetables,1
2273,13-11-2014,rolls/buns,1
4339,20-11-2014,domestic eggs,1
2954,28-05-2014,soda,1
2935,04-02-2014,bottled water,1
1618,14-05-2014,whipped/sour cream,1
1745,22-03-2014,yogurt,1
1689,09-12-2014,cake bar,1
2560,01-12-2014,other vegetables,1
1779,13-01-2014,newspapers,1
1822,24-01-2014,semi-finished bread,1
1711,23-05-2014,herbs,1
1020,12-08-2014,shopping bags,1
4538,19-08-2014,hard cheese,1
3138,24-05-2014,coffee,1
4030,20-05-2014,onions,1
4453,07-11-2014,whole milk,1
1167,01-11-2014,other vegetables,1
3302,10-03-2014,whole milk,1
4398,12-03-2014,long life bakery product,1
1731,26-10-2014,long life bakery product,1
2796,16-02-2014,oil,1
3102,28-11-2014,shopping bags,1
1801,06-12-2014,sugar,1
2909,23-07-2014,specialty chocolate,1
4256,09-05-2014,oil,1
3751,11-01-2014,pet care,1
3758,14-06-2014,domestic eggs,1
2218,06-09-2014,canned beer,1
1320,07-01-2014,processed cheese,1
2116,13-02-2014,other vegetables,1
3594,05-11-2014,misc. beverages,1
3989,18-10-2014,rolls/buns,1
4864,03-12-2014,brown bread,1
2100,20-03-2014,butter,1
1263,19-10-2014,bottled beer,1
1286,02-07-2014,root vegetables,1
2870,04-09-2014,yogurt,1
3256,17-12-2014,toilet cleaner,1
2617,22-02-2014,yogurt,1
1635,20-12-2014,shopping bags,1
4401,24-02-2014,ice cream,1
4931,18-06-2014,root vegetables,1
4641,05-09-2014,cereals,1
1715,18-10-2014,domestic eggs,1
2536,10-06-2014,white bread,1
4108,13-09-2014,chewing gum,1
4481,19-09-2014,brown bread,1
2196,25-03-2014,flour,1
2446,24-09-2014,whole milk,1
4797,27-01-2014,soft cheese,1
2802,28-07-2014,canned beer,1
3255,20-11-2014,UHT-milk,1
2432,25-02-2014,domestic eggs,1
4592,28-03-2014,other vegetables,1
4148,28-09-2014,UHT-milk,1
2541,12-09-2014,mayonnaise,1
3570,13-07-2014,soda,1
1839,10-04-2014,bottled beer,1
1793,27-10-2014,other vegetables,1
3914,28-11-2014,rolls/buns,1
4995,16-03-2014,dish cleaner,1
3026,29-10-2014,semi-finished bread,1
4486,07-07-2014,herbs,1
1413,14-12-2014,soda,1
1995,02-07-2014,frozen dessert,1
1036,20-01-2014,vinegar,1
3104,22-01-2014,white wine,1
2045,05-04-2014,pickled vegetables,1
1490,18-10-2014,soft cheese,1
4246,28-06-2014,root vegetables,1
2537,23-02-2014,bottled beer,1
4413,07-09-2014,margarine,1
2072,18-02-2014,salty snack,1
2219,13-09-2014,whipped/sour cream,1
3691,24-02-2014,bottled beer,1
4832,18-02-2014,white bread,1
1170,03-06-2014,shopping bags,1
1198,22-03-2014,napkins,1
1606,12-01-2014,canned beer,1
3680,22-02-2014,fruit/vegetable juice,1
1477,14-03-2014,beverages,1
1197,12-05-2014,whipped/sour cream,1
2699,07-05-2014,soda,1
2042,10-09-2014,other vegetables,1
3898,10-11-2014,whipped/sour cream,1
4501,01-10-2014,processed cheese,1
3233,26-10-2014,waffles,1
4947,02-02-2014,frozen potato products,1
4314,25-10-2014,bottled water,1
4391,30-04-2014,shopping bags,1
4520,11-02-2014,margarine,1
1075,19-06-2014,canned fish,1
2320,08-12-2014,yogurt,1
3019,13-12-2014,brown bread,1
1516,20-02-2014,shopping bags,1
4310,04-01-2014,bottled water,1
4788,10-02-2014,candy,1
3761,07-08-2014,whipped/sour cream,1
2172,21-06-2014,yogurt,1
4939,16-02-2014,bottled beer,1
3112,08-05-2014,oil,1
1988,30-03-2014,curd,1
3744,03-11-2014,processed cheese,1
3545,29-11-2014,curd,1
1801,21-08-2014,brown bread,1
2014,07-09-2014,frozen vegetables,1
1818,12-04-2014,frozen vegetables,1
4121,27-01-2014,bottled water,1
4416,03-03-2014,whipped/sour cream,1
4315,19-04-2014,canned beer,1
3537,10-08-2014,cookware,1
1496,26-04-2014,hygiene articles,1
1424,30-01-2014,long life bakery product,1
2870,14-12-2014,whole milk,1
4573,08-06-2014,pot plants,1
4603,12-02-2014,cat food,1
3248,13-05-2014,chicken,1
4458,27-01-2014,spread cheese,1
3517,03-01-2014,brown bread,1
3469,04-02-2014,other vegetables,1
4863,03-09-2014,sugar,1
4076,18-11-2014,bathroom cleaner,1
1457,02-12-2014,cat food,1
1568,09-01-2014,domestic eggs,1
1231,29-09-2014,margarine,1
4086,17-06-2014,root vegetables,1
2311,01-02-2014,canned beer,1
3498,07-03-2014,butter,1
4249,01-03-2014,shopping bags,1
4741,13-04-2014,butter,1
3286,18-08-2014,herbs,1
1865,29-03-2014,napkins,1
1991,12-03-2014,coffee,1
2289,08-02-2014,beverages,1
4080,10-11-2014,salty snack,1
4692,18-08-2014,processed cheese,1
1384,24-01-2014,domestic eggs,1
1275,19-06-2014,butter,1
1536,30-07-2014,tropical fruit,1
1170,13-09-2014,whipped/sour cream,1
1978,15-10-2014,yogurt,1
2663,15-11-2014,shopping bags,1
3178,01-02-2014,candy,1
3039,15-10-2014,canned beer,1
4206,11-12-2014,margarine,1
3893,09-10-2014,newspapers,1
4963,29-12-2014,whole milk,1
1829,12-10-2014,mustard,1
1716,31-05-2014,chocolate,1
1575,05-04-2014,whole milk,1
3900,23-01-2014,pasta,1
4076,07-04-2014,whole milk,1
3420,15-10-2014,other vegetables,1
1887,24-05-2014,bottled beer,1
4376,15-02-2014,rolls/buns,1
4837,07-07-2014,hard cheese,1
3698,01-03-2014,shopping bags,1
3288,22-04-2014,other vegetables,1
3044,20-05-2014,shopping bags,1
3877,27-06-2014,rolls/buns,1
2040,01-05-2014,packaged fruit/vegetables,1
2557,19-10-2014,white bread,1
4672,21-11-2014,chocolate,1
1559,09-08-2014,other vegetables,1
4340,27-06-2014,chocolate,1
1393,21-07-2014,yogurt,1
3695,20-01-2014,pastry,1
3078,17-12-2014,detergent,1
4937,06-09-2014,whipped/sour cream,1
1638,14-08-2014,chewing gum,1
1908,19-12-2014,soft cheese,1
2104,25-09-2014,berries,1
3566,16-01-2014,hygiene articles,1
2279,25-11-2014,coffee,1
1033,18-04-2014,dessert,1
3146,27-06-2014,cat food,1
4121,06-06-2014,whipped/sour cream,1
3798,15-02-2014,soda,1
3939,25-09-2014,abrasive cleaner,1
3473,02-08-2014,shopping bags,1
1750,17-07-2014,dog food,1
3994,02-12-2014,onions,1
3916,24-05-2014,dishes,1
3779,27-09-2014,butter milk,1
2547,12-02-2014,tropical fruit,1
4392,17-01-2014,other vegetables,1
3554,05-11-2014,salty snack,1
4534,15-10-2014,pastry,1
2040,31-07-2014,white bread,1
4575,03-05-2014,shopping bags,1
3086,14-04-2014,yogurt,1
4479,02-07-2014,waffles,1
3022,24-04-2014,yogurt,1
3248,09-11-2014,shopping bags,1
4501,08-09-2014,dessert,1
1023,17-05-2014,frozen meals,1
4380,13-11-2014,soft cheese,1
1829,19-04-2014,yogurt,1
3745,25-03-2014,cream cheese ,1
1127,05-04-2014,soda,1
4943,22-10-2014,rolls/buns,1
3294,22-11-2014,coffee,1
2031,08-01-2014,detergent,1
1641,17-08-2014,candy,1
1114,04-09-2014,shopping bags,1
1910,01-10-2014,sugar,1
4340,27-10-2014,berries,1
2937,10-01-2014,pastry,1
2727,01-01-2014,frozen potato products,1
2812,08-12-2014,whipped/sour cream,1
4659,22-04-2014,whole milk,1
4091,06-06-2014,bottled beer,1
2915,04-11-2014,flour,1
2795,03-05-2014,canned beer,1
1781,24-01-2014,shopping bags,1
2476,24-08-2014,coffee,1
3405,20-08-2014,cream cheese ,1
3243,02-01-2014,pot plants,1
4972,21-12-2014,frozen vegetables,1
1574,12-02-2014,bottled beer,1
2579,25-10-2014,bathroom cleaner,1
4322,03-04-2014,bottled water,1
2784,24-12-2014,cling film/bags,1
1435,17-04-2014,whipped/sour cream,1
1471,21-08-2014,whole milk,1
2761,24-07-2014,rice,1
2807,13-10-2014,bottled water,1
4561,18-06-2014,UHT-milk,1
2184,18-12-2014,soda,1
2053,19-08-2014,soda,1
4400,21-01-2014,shopping bags,1
3429,10-03-2014,root vegetables,1
2771,08-05-2014,napkins,1
1268,19-10-2014,canned fish,1
3235,22-10-2014,skin care,1
3816,19-05-2014,dog food,1
2697,17-02-2014,dishes,1
4960,19-10-2014,dishes,1
4334,29-01-2014,whole milk,1
1462,18-01-2014,sugar,1
1613,19-11-2014,salt,1
3120,08-11-2014,bottled water,1
3396,24-10-2014,whipped/sour cream,1
4403,30-04-2014,dental care,1
2432,19-01-2014,pickled vegetables,1
4397,27-12-2014,dessert,1
4700,06-02-2014,bottled beer,1
2559,27-10-2014,bottled beer,1
3759,29-08-2014,shopping bags,1
4470,13-06-2014,rolls/buns,1
1636,20-05-2014,napkins,1
4870,21-02-2014,bottled beer,1
3125,05-10-2014,oil,1
1929,15-11-2014,candy,1
2871,21-04-2014,roll products ,1
3278,29-11-2014,specialty chocolate,1
2656,05-06-2014,yogurt,1
3850,07-01-2014,pickled vegetables,1
1789,01-01-2014,candles,1
2390,18-01-2014,other vegetables,1
1162,18-01-2014,yogurt,1
4426,24-04-2014,ice cream,1
2339,28-03-2014,dishes,1
2277,24-07-2014,red/blush wine,1
3863,05-04-2014,bottled water,1
4596,22-04-2014,canned vegetables,1
4066,02-12-2014,whole milk,1
4312,19-07-2014,whole milk,1
2804,05-07-2014,brown bread,1
2981,05-06-2014,canned beer,1
1682,27-04-2014,fruit/vegetable juice,1
4586,16-08-2014,specialty bar,1
2011,16-04-2014,shopping bags,1
2147,24-04-2014,popcorn,1
3476,30-06-2014,pasta,1
3734,16-12-2014,rolls/buns,1
4505,27-11-2014,soda,1
1333,26-06-2014,butter,1
3990,16-05-2014,butter,1
3137,13-07-2014,rolls/buns,1
2949,25-03-2014,bottled water,1
4838,09-08-2014,honey,1
3303,21-12-2014,margarine,1
1803,06-04-2014,instant coffee,1
2348,22-11-2014,yogurt,1
2193,05-01-2014,bottled beer,1
2693,21-05-2014,mayonnaise,1
2885,26-12-2014,long life bakery product,1
2629,29-04-2014,frozen vegetables,1
1966,10-10-2014,bottled water,1
4638,11-08-2014,shopping bags,1
4695,11-05-2014,soda,1
3523,04-05-2014,domestic eggs,1
3592,20-12-2014,cream cheese ,1
1871,14-12-2014,cream cheese ,1
4387,06-09-2014,curd cheese,1
1078,28-08-2014,soda,1
2989,10-09-2014,flour,1
1237,22-02-2014,misc. beverages,1
2043,03-02-2014,curd,1
3936,27-06-2014,domestic eggs,1
4338,14-04-2014,pudding powder,1
4270,01-07-2014,whole milk,1
1950,09-09-2014,dessert,1
2940,11-01-2014,sliced cheese,1
1287,08-11-2014,flower (seeds),1
1990,07-03-2014,whole milk,1
1346,09-04-2014,rolls/buns,1
1404,28-09-2014,photo/film,1
3980,31-05-2014,soda,1
2917,27-05-2014,rolls/buns,1
4196,06-11-2014,newspapers,1
4941,13-04-2014,newspapers,1
2085,03-01-2014,domestic eggs,1
4624,21-08-2014,other vegetables,1
3864,01-05-2014,cooking chocolate,1
3697,04-10-2014,brown bread,1
4624,13-08-2014,softener,1
2673,22-04-2014,yogurt,1
3943,03-04-2014,condensed milk,1
2432,24-08-2014,brown bread,1
2901,20-06-2014,chocolate,1
4440,01-03-2014,newspapers,1
4934,13-10-2014,bottled beer,1
4256,19-05-2014,bottled water,1
1246,13-06-2014,berries,1
2305,18-10-2014,shopping bags,1
4308,22-10-2014,yogurt,1
2262,10-09-2014,waffles,1
4963,09-02-2014,hygiene articles,1
4550,14-01-2014,long life bakery product,1
1734,07-11-2014,yogurt,1
1050,10-10-2014,hygiene articles,1
2788,17-02-2014,domestic eggs,1
1227,08-05-2014,whipped/sour cream,1
2374,17-05-2014,bottled water,1
3131,31-01-2014,yogurt,1
1722,13-11-2014,newspapers,1
3044,08-04-2014,pasta,1
4849,14-03-2014,frozen vegetables,1
1418,30-06-2014,bottled water,1
1792,06-07-2014,bottled water,1
4218,24-08-2014,dish cleaner,1
1376,02-04-2014,pot plants,1
2944,13-09-2014,bottled beer,1
3448,26-09-2014,tea,1
4188,20-08-2014,shopping bags,1
1278,24-01-2014,newspapers,1
1354,17-03-2014,cream cheese ,1
1690,10-03-2014,yogurt,1
4364,01-02-2014,yogurt,1
4783,25-07-2014,UHT-milk,1
3437,19-04-2014,shopping bags,1
4534,28-08-2014,other vegetables,1
2421,05-08-2014,shopping bags,1
2938,23-03-2014,butter milk,1
2750,04-10-2014,rolls/buns,1
4258,13-06-2014,newspapers,1
3023,11-12-2014,liquor,1
4165,11-11-2014,pot plants,1
4331,17-08-2014,other vegetables,1
2193,12-04-2014,dessert,1
4190,24-08-2014,flower (seeds),1
4756,10-11-2014,pot plants,1
3057,16-07-2014,instant coffee,1
2362,05-04-2014,specialty bar,1
4402,04-04-2014,coffee,1
4191,10-11-2014,spread cheese,1
1312,07-09-2014,rolls/buns,1
4179,03-08-2014,other vegetables,1
2608,19-11-2014,pasta,1
4991,24-04-2014,pasta,1
2517,26-02-2014,soft cheese,1
4745,01-04-2014,soda,1
1248,25-03-2014,margarine,1
3799,22-05-2014,tropical fruit,1
2850,10-01-2014,root vegetables,1
1788,02-12-2014,other vegetables,1
3746,05-04-2014,spread cheese,1
1888,30-10-2014,pastry,1
1123,28-12-2014,whole milk,1
4168,23-09-2014,margarine,1
2979,25-08-2014,whole milk,1
1417,27-08-2014,other vegetables,1
3529,29-06-2014,pastry,1
3119,02-07-2014,flour,1
1286,19-12-2014,chewing gum,1
3670,17-12-2014,detergent,1
1869,11-01-2014,tropical fruit,1
3219,01-09-2014,waffles,1
3619,24-08-2014,soda,1
3136,28-04-2014,flour,1
3922,29-05-2014,yogurt,1
2204,02-04-2014,bottled beer,1
1115,15-09-2014,yogurt,1
2746,16-09-2014,salty snack,1
4957,02-08-2014,bottled beer,1
3814,22-10-2014,domestic eggs,1
2435,30-10-2014,cat food,1
2955,30-11-2014,candles,1
4412,13-03-2014,canned vegetables,1
4401,30-04-2014,hygiene articles,1
4046,06-12-2014,butter,1
1343,05-10-2014,dog food,1
4854,23-12-2014,bottled beer,1
2798,27-06-2014,bottled water,1
2912,02-10-2014,yogurt,1
2941,27-01-2014,berries,1
2594,25-07-2014,yogurt,1
4383,03-06-2014,whipped/sour cream,1
4291,02-02-2014,cream cheese ,1
3122,10-06-2014,pastry,1
1434,28-11-2014,condensed milk,1
2206,24-06-2014,canned beer,1
4758,06-12-2014,root vegetables,1
3370,24-11-2014,hygiene articles,1
3295,07-06-2014,other vegetables,1
4325,11-12-2014,brown bread,1
3089,27-10-2014,pickled vegetables,1
4758,01-04-2014,bottled beer,1
3748,16-02-2014,pastry,1
1249,11-10-2014,frozen meals,1
4056,16-06-2014,cream cheese ,1
4673,23-06-2014,specialty chocolate,1
4589,24-01-2014,candy,1
1995,04-11-2014,fruit/vegetable juice,1
2663,30-03-2014,shopping bags,1
4713,27-06-2014,frozen dessert,1
3353,24-01-2014,yogurt,1
1043,16-06-2014,whole milk,1
3227,01-03-2014,cat food,1
3210,21-12-2014,cling film/bags,1
4696,08-09-2014,rolls/buns,1
4573,24-03-2014,sliced cheese,1
4409,06-05-2014,bottled water,1
2994,12-07-2014,yogurt,1
4233,18-01-2014,soda,1
2353,18-01-2014,soda,1
4561,25-02-2014,oil,1
1182,16-11-2014,baking powder,1
1223,18-11-2014,semi-finished bread,1
3837,01-12-2014,bottled water,1
1268,30-01-2014,margarine,1
1649,24-11-2014,yogurt,1
1113,07-01-2014,yogurt,1
3248,25-10-2014,white bread,1
3803,17-06-2014,skin care,1
2389,13-10-2014,shopping bags,1
4266,29-11-2014,soda,1
2719,16-02-2014,rolls/buns,1
1679,19-08-2014,brown bread,1
3861,18-03-2014,newspapers,1
3402,26-12-2014,flower (seeds),1
3559,12-11-2014,pastry,1
4958,10-05-2014,instant coffee,1
4780,09-03-2014,newspapers,1
4162,16-02-2014,red/blush wine,1
3813,25-12-2014,specialty bar,1
4624,22-04-2014,yogurt,1
2004,14-09-2014,beverages,1
3978,06-09-2014,baking powder,1
4124,27-07-2014,pastry,1
4280,01-03-2014,margarine,1
3279,26-11-2014,ketchup,1
4649,10-09-2014,cream cheese ,1
2293,26-08-2014,salty snack,1
3030,02-05-2014,pastry,1
4856,08-07-2014,pasta,1
3917,30-05-2014,hard cheese,1
1486,30-11-2014,soft cheese,1
2334,02-03-2014,coffee,1
2097,14-03-2014,newspapers,1
4169,04-04-2014,specialty chocolate,1
4821,20-04-2014,mustard,1
1487,09-04-2014,popcorn,1
3308,12-04-2014,frozen dessert,1
2611,26-04-2014,domestic eggs,1
3203,04-03-2014,onions,1
4166,07-12-2014,pasta,1
1010,05-03-2014,coffee,1
4890,30-11-2014,margarine,1
3763,04-02-2014,sparkling wine,1
1867,22-02-2014,sweet spreads,1
1532,11-10-2014,rolls/buns,1
2923,11-03-2014,sliced cheese,1
3489,11-01-2014,frozen dessert,1
4370,27-05-2014,curd,1
1086,26-09-2014,herbs,1
4156,13-12-2014,shopping bags,1
2310,21-03-2014,shopping bags,1
1073,05-06-2014,bottled water,1
4818,07-01-2014,white bread,1
2724,23-04-2014,pastry,1
2570,29-07-2014,bottled water,1
4495,25-05-2014,pip fruit,1
1423,26-02-2014,shopping bags,1
2298,12-10-2014,Instant food products,1
1442,28-07-2014,yogurt,1
4265,17-04-2014,flour,1
3589,04-03-2014,margarine,1
3011,29-08-2014,bottled water,1
4931,26-09-2014,waffles,1
3068,05-09-2014,dog food,1
2736,10-06-2014,semi-finished bread,1
2243,02-10-2014,frozen potato products,1
1769,16-07-2014,canned vegetables,1
1361,10-12-2014,hard cheese,1
4708,09-11-2014,frozen fish,1
4019,31-10-2014,rum,1
2441,12-10-2014,nut snack,1
2863,07-07-2014,tidbits,1
1196,20-01-2014,shopping bags,1
4418,20-02-2014,long life bakery product,1
2911,23-03-2014,butter,1
3101,07-02-2014,domestic eggs,1
4948,03-04-2014,sliced cheese,1
1478,07-04-2014,hard cheese,1
2126,27-04-2014,brandy,1
2555,12-12-2014,mustard,1
3170,29-03-2014,beverages,1
2244,21-07-2014,misc. beverages,1
1666,13-05-2014,flower (seeds),1
4415,06-03-2014,bottled beer,1
4785,16-09-2014,brown bread,1
4598,14-12-2014,curd,1
1636,09-07-2014,hygiene articles,1
3258,15-06-2014,bottled beer,1
4065,12-10-2014,bottled water,1
1501,24-05-2014,baking powder,1
1120,21-08-2014,sugar,1
2014,21-04-2014,coffee,1
4533,17-10-2014,candy,1
3017,11-09-2014,whole milk,1
2152,07-09-2014,flour,1
2231,05-10-2014,cake bar,1
3314,13-08-2014,ice cream,1
4211,29-05-2014,newspapers,1
4899,10-05-2014,rolls/buns,1
1890,12-04-2014,flour,1
1268,26-09-2014,sauces,1
3172,24-03-2014,bottled beer,1
1444,30-04-2014,yogurt,1
4758,08-05-2014,butter,1
3125,23-02-2014,newspapers,1
3258,19-12-2014,yogurt,1
4474,18-07-2014,yogurt,1
1204,25-05-2014,waffles,1
4212,14-03-2014,butter,1
3106,10-01-2014,pastry,1
2284,06-01-2014,fruit/vegetable juice,1
3849,06-01-2014,whole milk,1
2588,07-01-2014,coffee,1
3733,05-08-2014,newspapers,1
4306,01-07-2014,misc. beverages,1
1718,03-12-2014,rolls/buns,1
2893,19-01-2014,rolls/buns,1
2806,06-04-2014,curd,1
4710,08-04-2014,domestic eggs,1
2848,14-07-2014,bottled water,1
4807,02-05-2014,cream cheese ,1
3747,05-11-2014,salt,1
2048,07-11-2014,fruit/vegetable juice,1
4358,11-08-2014,coffee,1
1581,17-02-2014,napkins,1
3815,03-09-2014,cake bar,1
2176,27-09-2014,hard cheese,1
4726,01-04-2014,whole milk,1
1844,10-04-2014,yogurt,1
1458,20-10-2014,rolls/buns,1
4491,18-09-2014,bottled water,1
1013,12-11-2014,mayonnaise,1
1538,12-06-2014,dessert,1
3420,20-08-2014,bottled beer,1
2414,04-06-2014,cling film/bags,1
3714,07-06-2014,butter,1
2484,19-03-2014,hygiene articles,1
2315,03-06-2014,newspapers,1
4056,10-05-2014,salty snack,1
2630,11-01-2014,processed cheese,1
2324,15-04-2014,soda,1
1185,28-09-2014,chewing gum,1
2415,25-06-2014,candy,1
3524,27-03-2014,whipped/sour cream,1
4583,06-06-2014,other vegetables,1
1827,03-12-2014,coffee,1
4393,05-02-2014,coffee,1
3177,13-09-2014,soda,1
3201,20-09-2014,newspapers,1
4033,25-02-2014,white bread,1
3059,12-07-2014,misc. beverages,1
4006,25-11-2014,napkins,1
1070,10-04-2014,red/blush wine,1
1116,11-08-2014,zwieback,1
3422,27-07-2014,pastry,1
4720,24-08-2014,soft cheese,1
1595,09-11-2014,nut snack,1
3776,21-02-2014,white wine,1
1058,24-05-2014,other vegetables,1
4313,17-07-2014,newspapers,1
1618,30-10-2014,napkins,1
3834,21-03-2014,chocolate marshmallow,1
4493,29-11-2014,margarine,1
2843,06-06-2014,rolls/buns,1
1754,20-04-2014,cream cheese ,1
2107,30-10-2014,canned beer,1
4157,01-04-2014,frozen meals,1
2029,15-07-2014,cake bar,1
1122,25-09-2014,dishes,1
2993,24-06-2014,shopping bags,1
4938,13-10-2014,mayonnaise,1
2753,07-07-2014,butter,1
3450,03-04-2014,soda,1
4745,14-08-2014,pastry,1
2520,18-12-2014,other vegetables,1
1260,09-07-2014,curd,1
4121,21-04-2014,other vegetables,1
3145,16-08-2014,candy,1
3479,10-05-2014,pastry,1
1166,17-02-2014,brown bread,1
3021,22-06-2014,onions,1
2489,06-02-2014,rolls/buns,1
3343,16-06-2014,rolls/buns,1
3028,04-01-2014,butter,1
4866,29-06-2014,soda,1
4943,01-05-2014,other vegetables,1
1636,08-08-2014,liquor (appetizer),1
3593,21-09-2014,rolls/buns,1
2835,23-07-2014,cream cheese ,1
1383,24-03-2014,whipped/sour cream,1
2545,26-05-2014,whole milk,1
4719,28-09-2014,coffee,1
2065,20-07-2014,pastry,1
2941,13-06-2014,beverages,1
4430,21-05-2014,cream cheese ,1
4019,18-05-2014,bottled water,1
