,TRANSACTION_DT,CUSTOMER_ID,AGE_GROUP,PIN_CODE,PRODUCT_SUBCLASS,PRODUCT_ID,AMOUNT,ASSET,SALES_PRICE
3739,11/14/2000,469814,40-44,Unknown,120103,4710572001232,1,21,26
3740,1/18/2001,1000375,50-54,221,120106,4710321861209,2,42,50
3741,11/23/2000,610308,>65,115,110107,4710063021183,1,57,68
3742,2/3/2001,1336719,35-39,110,100104,4903316400341,1,28,38
3743,2/25/2001,1349948,45-49,110,100416,4711153000088,1,96,119
3744,12/27/2000,1293845,>65,115,500210,4710114105046,2,282,312
3745,2/1/2001,1878448,40-44,114,130205,4710105016368,1,30,38
3746,11/11/2000,2079066,<25,115,110217,4710871000165,2,270,270
3747,11/25/2000,2150048,45-49,221,530406,4710303280134,2,174,176
3748,2/14/2001,128797,50-54,115,110106,4711271000472,1,42,50
3749,11/19/2000,1853322,40-44,115,100201,84501293529,1,13,19
3750,11/6/2000,1300642,35-39,110,530411,37000922919,1,236,285
3751,12/31/2000,1801170,45-49,115,130106,4710583110015,1,25,29
3752,11/23/2000,1477641,45-49,110,530114,4710032604799,1,180,195
3753,1/21/2001,1828948,35-39,110,500203,4710114606048,1,80,99
3754,11/30/2000,1748642,35-39,115,520503,4712936666187,1,100,145
3755,1/23/2001,1245516,50-54,Unknown,100109,4710126310025,1,157,195
3756,11/19/2000,2115023,35-39,114,130309,4711572001130,1,23,30
3757,11/19/2000,540643,45-49,221,530105,4710168102206,3,330,364
3758,2/16/2001,2016047,<25,115,760103,4714910120074,1,11,18
3759,1/14/2001,40488,40-44,221,110118,4710012142136,1,31,38
3760,11/18/2000,842525,50-54,115,100202,4710879097013,1,18,22
3761,2/22/2001,2027920,30-34,114,100204,4710126001121,1,64,78
3762,12/14/2000,1444810,50-54,115,510539,4710086190293,1,48,69
3763,11/23/2000,346672,25-29,115,110105,4710046021155,2,36,44
3764,11/26/2000,337410,45-49,115,100511,4710110222976,1,45,59
3765,1/22/2001,1359145,>65,221,130305,4719581980231,2,124,196
3766,11/26/2000,505765,30-34,Others,560406,4711178100121,1,80,89
3767,12/12/2000,1846669,,Unknown,120104,4711634002778,1,119,132
3768,12/18/2000,1813340,30-34,105,500201,4710036003581,2,276,298
3769,2/24/2001,1477047,30-34,221,500201,4712425010712,1,121,129
3770,11/28/2000,1707090,<25,221,100210,4710126031890,1,82,89
3771,2/15/2001,882804,40-44,115,110518,4710626844358,1,79,88
3772,2/11/2001,1785838,50-54,Unknown,110815,4711573333926,1,57,75
3773,2/12/2001,2035963,35-39,221,720137,20456665,1,37,54
3774,1/21/2001,1066951,45-49,114,540605,4713691706316,1,17,23
3775,1/27/2001,1637878,50-54,221,100323,4710030616305,1,114,155
3776,11/21/2000,72045,30-34,115,530108,4710120001530,1,118,169
3777,2/13/2001,1417814,45-49,221,120110,4710126091528,1,41,53
3778,1/7/2001,113151,40-44,110,130208,4710088436207,1,15,19
3779,11/25/2000,1060256,35-39,221,100414,4714532132202,1,84,89
3780,1/20/2001,1066760,25-29,221,520325,4714043010044,1,175,199
3781,12/11/2000,1663648,40-44,115,110122,4710386123311,1,26,33
3782,2/28/2001,2026480,35-39,221,100111,88251218801,1,116,149
3783,1/2/2001,2094885,30-34,221,110510,4710382019595,1,20,25
3784,2/3/2001,2075792,>65,221,120106,4710321861186,3,63,66
3785,1/11/2001,2008356,25-29,114,320107,4710431351744,2,180,318
3786,11/8/2000,1046571,40-44,115,110118,4710012142136,1,31,38
3787,12/28/2000,1295320,45-49,115,520328,9414863071854,1,93,129
3788,11/6/2000,2085579,40-44,221,110411,4710085172696,2,40,56
3789,1/22/2001,80842,45-49,115,130204,4710105010182,1,39,45
3790,12/30/2000,1797312,35-39,221,130105,4711437000056,1,13,16
3791,1/22/2001,1760897,50-54,105,110814,4710762401224,1,64,80
3792,1/6/2001,1328912,45-49,110,500208,4710908120019,1,78,89
3793,2/21/2001,540711,45-49,221,110103,4712031000015,2,110,138
3794,2/8/2001,1954807,35-39,Others,110405,4712789000114,1,36,46
3795,1/26/2001,1815115,30-34,221,500303,4710367814825,1,50,56
3796,2/1/2001,1967081,25-29,221,120115,4714242832676,1,34,38
3797,1/22/2001,1981926,35-39,115,500208,4710908120019,1,78,89
3798,12/4/2000,2072227,25-29,221,500803,9300603830020,1,44,56
3799,11/18/2000,1727302,50-54,106,100211,4710307000134,1,16,22
3800,11/11/2000,1025507,45-49,110,720135,20531775,1,350,530
3801,1/12/2001,1633245,25-29,114,100203,4710467221097,1,31,37
3802,1/19/2001,2084008,<25,115,110506,4710010060012,1,41,50
3803,1/2/2001,904292,35-39,115,110217,4710265849066,1,150,129
3804,11/5/2000,1894493,30-34,115,110119,4711258002505,1,61,71
3805,1/13/2001,1632286,35-39,115,560401,15000049188,1,162,195
3806,1/18/2001,784849,25-29,110,751101,20570569,1,62,78
3807,1/20/2001,1603781,35-39,221,130208,4710063422362,1,9,13
3808,1/18/2001,1427257,35-39,115,760158,4712552000587,1,23,30
3809,12/3/2000,66259,45-49,115,110402,4710088414038,1,46,55
3810,11/13/2000,2053462,30-34,115,130207,4710088433343,1,11,13
3811,12/3/2000,2162652,35-39,106,520309,4973655708248,3,33,48
3812,1/17/2001,780506,45-49,115,320501,20556457,1,260,342
3813,1/28/2001,1999037,35-39,Others,100303,4710189810333,3,165,207
3814,2/21/2001,1759419,25-29,Unknown,110117,4710685440362,1,43,52
3815,1/21/2001,2112527,40-44,115,100507,4710094097768,1,37,42
3816,11/26/2000,1735819,45-49,221,530114,4901872810529,1,157,175
3817,12/17/2000,792066,35-39,115,130205,4710126194083,1,17,23
3818,1/17/2001,845021,>65,115,110118,4710012131130,1,35,42
3819,2/24/2001,1770087,30-34,115,760226,4713045603414,1,100,135
3820,1/17/2001,1837940,45-49,221,110411,4710085172696,1,20,22
3821,11/19/2000,2148304,25-29,105,560311,4713627830306,1,38,52
3822,11/23/2000,155182,45-49,115,100508,4710421090059,6,72,66
3823,11/27/2000,2147055,55-59,Others,100505,4710018031632,2,124,144
3824,12/3/2000,2153445,55-59,115,110116,4710043004564,1,89,99
3825,2/4/2001,1374162,45-49,115,530110,4710363196000,1,170,209
3826,2/22/2001,1763706,35-39,221,110305,4713318880207,1,119,155
3827,11/5/2000,2125268,35-39,115,110136,4710088410207,1,44,55
3828,2/24/2001,1921809,>65,105,510317,4714499720023,1,66,99
3829,12/31/2000,1066227,30-34,221,110715,8850987101021,5,30,35
3830,11/25/2000,2151069,25-29,115,300423,20568603,1,58,79
3831,1/20/2001,138130,25-29,221,560201,4710036110067,1,295,299
3832,1/21/2001,1852523,30-34,221,530302,4710084225676,1,108,115
3833,2/17/2001,845335,35-39,115,100311,4710022102793,2,138,170
3834,12/2/2000,2132778,35-39,115,110513,4710022212409,1,55,73
3835,2/4/2001,1539004,30-34,Others,530114,8002110321640,1,69,76
3836,1/8/2001,1747706,35-39,221,110713,8851810010312,1,60,79
3837,12/16/2000,2092614,<25,115,130313,4710857472634,1,31,39
3838,2/7/2001,2175331,25-29,221,110518,4710626844358,1,79,88
3839,1/30/2001,1739466,35-39,106,500102,4712054701371,1,54,79
3840,12/2/2000,1900392,60-64,115,530114,4710186051074,1,223,256
3841,12/15/2000,973465,50-54,221,110117,4710063031106,1,23,19
3842,1/9/2001,529396,60-64,115,320501,20458225,4,232,340
3843,11/1/2000,2155166,<25,115,100205,4710176013143,1,14,18
3844,12/17/2000,882842,30-34,115,120103,4710583510051,1,29,36
3845,12/10/2000,1447446,40-44,115,110515,4710063121104,1,20,25
3846,12/5/2000,1818918,40-44,221,731303,4714072300482,1,105,137
3847,11/25/2000,223317,45-49,115,320104,4710644006226,2,284,378
3848,12/2/2000,2085876,<25,221,520424,4710017003661,1,24,33
3849,12/31/2000,948401,40-44,115,110138,4714478304503,1,99,125
3850,2/4/2001,71987,40-44,115,110217,4712162000038,2,300,290
3851,12/11/2000,1836387,35-39,221,100422,4712031000985,1,72,98
3852,11/3/2000,221023,30-34,Others,530403,4710036009798,1,54,77
3853,12/10/2000,1922400,30-34,115,500705,4715747122279,4,468,676
3854,11/22/2000,1315264,40-44,Others,130308,4710290004218,1,34,45
3855,11/10/2000,922500,>65,221,510109,4714499039286,1,90,116
3856,2/22/2001,284417,40-44,110,100217,4934567312350,1,26,34
3857,2/1/2001,1483864,40-44,115,500203,4710114606048,1,80,87
3858,12/31/2000,1097771,45-49,110,100319,4711350020162,3,393,471
3859,12/10/2000,1545531,35-39,115,760579,20532413,1,12,19
3860,12/29/2000,1584738,30-34,221,510539,5099838011819,1,120,190
3861,1/1/2001,1904802,35-39,Unknown,100205,4956043788695,1,24,32
3862,12/18/2000,2165882,25-29,110,120107,4710151200155,1,92,109
3863,2/25/2001,1503739,40-44,221,110504,4710207040117,1,14,18
3864,1/22/2001,1353662,40-44,Others,120305,4710126184268,1,64,75
3865,1/16/2001,820233,35-39,221,500208,4710908131114,1,52,72
3866,2/4/2001,708456,50-54,221,530101,4710049001987,2,108,89
3867,12/29/2000,1731040,30-34,Unknown,530204,4710312020202,3,450,567
3868,11/25/2000,846370,30-34,115,110401,4710249001992,1,40,43
3869,11/5/2000,1754803,25-29,105,760523,4712552000358,1,39,38
3870,11/14/2000,2087689,25-29,115,110410,4710085171491,1,15,18
3871,11/14/2000,47722,50-54,115,130308,4710290003082,1,34,45
3872,1/22/2001,584418,35-39,115,110401,4710088410139,1,48,54
3873,2/11/2001,1734959,55-59,110,110815,4711461660028,1,100,128
3874,2/27/2001,2175003,<25,Unknown,110411,4710088412294,1,24,30
3875,2/16/2001,1672732,40-44,110,120109,4714242832676,1,35,38
3876,2/12/2001,1433067,40-44,115,540612,4713691051904,1,38,54
3877,2/17/2001,1848618,,Unknown,530101,4903111345717,2,110,131
3878,12/12/2000,1857917,<25,110,500414,4710731033104,1,35,47
3879,11/5/2000,1221268,35-39,221,110122,4711567321182,1,105,130
3880,11/27/2000,1181951,35-39,221,530406,4710303267814,1,87,88
3881,12/3/2000,1665550,35-39,221,520437,4711713010571,1,20,30
3882,11/9/2000,1498103,30-34,115,500709,4717265990941,1,63,90
3883,12/24/2000,128575,50-54,221,120103,4711634000460,1,17,20
3884,11/22/2000,1645194,30-34,115,100406,9556001093714,1,70,85
3885,1/21/2001,1644135,60-64,115,100324,7231254880206,1,50,59
3886,12/16/2000,1580297,40-44,106,100305,4710852001013,1,35,45
3887,11/15/2000,1692846,35-39,221,130201,4710043004373,1,46,49
3888,1/12/2001,1646542,55-59,Unknown,110505,4712032813027,1,21,25
3889,2/18/2001,2072333,40-44,106,130204,4710063312168,1,112,123
3890,12/5/2000,1461374,30-34,115,100515,4711347006025,1,90,108
3891,1/28/2001,563574,40-44,221,560201,4711553171531,2,352,378
3892,12/16/2000,1647457,25-29,221,500804,93362993,1,19,23
3893,1/24/2001,1717587,<25,221,530101,4710054145324,1,210,279
3894,2/26/2001,1984224,30-34,221,501125,4713645052247,1,194,269
3895,12/2/2000,2014456,25-29,221,100507,4710094097768,1,37,38
3896,11/23/2000,1736632,30-34,221,100217,8801019421013,1,45,42
3897,2/17/2001,2084770,45-49,Others,110103,4710311012413,1,46,58
3898,1/10/2001,898737,40-44,115,130204,4710088432346,1,78,88
3899,2/16/2001,2174136,55-59,Unknown,740305,4715398021600,1,51,99
3900,12/3/2000,348942,55-59,Others,510412,20558055,1,113,165
3901,1/16/2001,1529067,>65,110,110407,4710734000011,1,38,46
3902,11/14/2000,558723,30-34,221,110217,4719090900058,1,145,134
3903,1/17/2001,1806960,30-34,Others,470103,4909978190903,1,1285,1539
3904,1/9/2001,1729955,30-34,115,520469,4716349008077,1,23,35
3905,12/2/2000,1394870,40-44,115,110110,4710549000664,1,119,125
3906,1/11/2001,517898,40-44,221,760549,20513030,1,12,18
3907,12/5/2000,1982480,30-34,221,100507,4710094699078,1,37,38
3908,1/15/2001,1714548,40-44,115,100418,4710094022036,1,75,89
3909,11/19/2000,1398816,30-34,115,100431,4713398300022,2,60,80
3910,12/26/2000,1100228,25-29,115,500804,9310022862601,1,23,27
3911,2/18/2001,1752076,35-39,115,500509,4718433613761,1,55,79
3912,2/25/2001,623391,35-39,221,560334,5010415080455,1,135,189
3913,11/18/2000,1768206,30-34,115,130204,4710105015514,1,103,129
3914,1/8/2001,1675207,45-49,221,300107,4901331006807,1,80,109
3915,11/30/2000,2032542,55-59,221,100218,4710543282318,1,57,62
3916,12/15/2000,1677676,45-49,115,130201,4710105051147,2,30,40
3917,1/6/2001,533607,35-39,115,760203,4713888603503,1,199,299
3918,12/5/2000,194655,50-54,221,300301,4710054156535,1,89,129
3919,12/28/2000,1847765,40-44,115,530301,4710683100015,1,44,29
3920,1/2/2001,1948349,35-39,110,530209,4714058833195,1,83,89
3921,12/30/2000,1575958,35-39,110,100401,9300605115743,1,220,239
3922,1/23/2001,1971323,35-39,114,500201,4710291138134,1,95,105
3923,11/11/2000,1545319,60-64,115,100401,9415007005469,1,434,489
3924,12/4/2000,1736397,35-39,221,110411,4710085120628,1,20,24
3925,2/7/2001,2051628,25-29,115,120103,4710011401128,1,23,29
3926,12/12/2000,1748642,35-39,115,570307,2210001001045,1,29,40
3927,2/9/2001,1624823,35-39,110,100508,4710421019081,2,298,340
3928,2/7/2001,527897,40-44,221,110401,4902105113790,1,103,123
3929,2/15/2001,623391,35-39,221,560201,7610053910800,1,334,395
3930,11/21/2000,2008028,35-39,115,760618,20494346,1,46,62
3931,12/3/2000,2149363,30-34,110,560201,4711553171517,1,187,188
3932,12/27/2000,1824209,<25,115,100438,4710063151026,1,49,49
3933,11/2/2000,948364,60-64,115,110506,4710109770310,1,53,68
3934,12/27/2000,1751796,60-64,115,760535,20512996,24,312,456
3935,11/27/2000,2112572,<25,Unknown,110305,4710762101018,1,36,39
3936,11/28/2000,1845983,,Unknown,320201,4710431122504,4,244,300
3937,1/20/2001,2172576,25-29,105,530209,4904637230921,2,90,116
3938,2/25/2001,1853643,35-39,221,530104,4710308000188,1,80,99
3939,12/10/2000,2055480,25-29,Others,530105,4710168152225,1,198,239
3940,1/14/2001,1429534,45-49,115,110411,4710085172696,1,20,22
3941,1/14/2001,1919011,60-64,Others,110701,44738209519,2,46,48
3942,1/21/2001,184182,40-44,114,110401,4710088410139,1,48,54
3943,12/10/2000,912792,40-44,115,110217,4711045229306,1,180,158
3944,11/26/2000,631020,30-34,115,100508,4710421090059,6,72,66
3945,2/4/2001,1530971,50-54,115,120110,4710321789183,1,34,44
3946,2/4/2001,1440645,30-34,114,530501,4710314471279,1,85,109
3947,2/15/2001,674959,30-34,Unknown,130203,4710105051048,2,24,30
3948,11/16/2000,1186987,>65,115,100323,4711202220368,2,56,76
3949,1/14/2001,1179491,50-54,115,530301,4710683100015,2,88,104
3950,11/26/2000,526203,55-59,221,110217,4719090900065,1,145,145
3951,12/3/2000,1600032,30-34,221,712902,8888021200256,1,87,94
3952,12/7/2000,942393,55-59,115,100311,8801687000206,1,45,59
3953,11/12/2000,1295511,30-34,Others,100201,4710247005299,2,148,158
3954,1/13/2001,1712575,45-49,221,120103,4710126095144,1,21,27
3955,11/19/2000,1183405,45-49,Others,120112,4711634002792,1,46,58
3956,12/21/2000,339285,30-34,Others,100205,4710664900016,1,47,59
3957,1/28/2001,942393,55-59,115,500202,4710114363156,2,160,178
3958,1/25/2001,561907,35-39,Others,320411,4710431360012,1,84,92
3959,11/5/2000,2151144,35-39,115,530503,4710314491017,1,125,158
3960,12/31/2000,1410488,45-49,Others,130205,4710088433305,2,22,26
3961,2/6/2001,604062,40-44,221,100312,37000442127,1,40,36
3962,12/31/2000,794350,35-39,115,500201,4712425010712,1,121,137
3963,11/21/2000,1294538,25-29,221,100213,4712202001018,1,46,58
3964,2/27/2001,1736342,25-29,115,530111,4902430492638,1,114,149
3965,12/17/2000,470865,45-49,115,530101,4710036000320,2,66,84
3966,11/3/2000,861014,30-34,115,530215,4710314434038,2,150,198
3967,2/14/2001,920971,40-44,115,500206,4710114322115,1,59,69
3968,11/6/2000,576017,30-34,221,530101,4710054132201,1,72,91
3969,11/18/2000,577496,25-29,115,560334,4711800501685,1,52,75
3970,2/1/2001,1409734,30-34,115,560104,4711553166735,2,86,98
3971,1/14/2001,1029017,35-39,221,110411,4710085120628,3,60,66
3972,1/17/2001,102292,35-39,221,100324,7231254880206,1,50,56
3973,12/3/2000,1724752,>65,110,130109,9300639800080,1,57,66
3974,11/16/2000,1972559,60-64,115,130316,4710706902008,1,64,83
3975,1/19/2001,2093536,35-39,Others,110511,4710254031052,1,33,42
3976,11/19/2000,307451,30-34,115,100205,4710085120710,1,21,28
3977,1/20/2001,292429,60-64,115,520206,4710017057923,1,13,20
3978,11/4/2000,775694,40-44,221,130205,4710088433312,1,11,12
3979,1/18/2001,72304,35-39,115,110103,4710311012413,2,92,116
3980,12/12/2000,1876536,35-39,115,100410,4710508100220,1,57,75
3981,2/6/2001,2042480,25-29,Others,300424,5000174011890,1,98,115
3982,11/8/2000,2064628,55-59,221,110506,4710109770327,5,130,170
3983,2/8/2001,1807202,40-44,115,110501,4711856000088,1,9,10
3984,11/22/2000,1463903,40-44,110,120106,4710011402019,1,22,28
3985,12/14/2000,1685886,35-39,221,130206,4711080010112,1,34,40
3986,11/25/2000,172363,45-49,106,760118,4711703350212,1,43,65
3987,12/28/2000,2004273,<25,110,530403,4710530011051,1,140,186
3988,2/18/2001,1520149,30-34,114,110117,4710685443837,2,162,86
3989,2/28/2001,2096520,40-44,115,530101,4710054150168,2,116,130
3990,1/26/2001,2031422,25-29,115,530504,4710689105014,1,90,119
3991,2/17/2001,520621,35-39,221,130315,4714981010038,2,50,26
3992,11/4/2000,1710991,40-44,115,520437,4716545000547,2,34,52
3993,1/30/2001,2071480,30-34,115,760211,4712552005452,1,8,10
3994,12/18/2000,955225,55-59,221,590516,4710032701733,1,172,189
3995,1/12/2001,445924,40-44,110,100209,4710126031517,1,144,179
3996,11/2/2000,1657982,35-39,115,120103,4710011432832,1,26,28
3997,12/28/2000,1812640,60-64,Others,100307,4713145001288,1,153,185
3998,2/10/2001,678018,35-39,221,100312,37000445111,1,40,36
3999,11/7/2000,839891,,Unknown,100202,4710247006791,1,49,68
4000,11/6/2000,2008615,30-34,110,110103,4711985100017,1,56,53
4001,1/12/2001,710800,40-44,115,560403,4710628079017,1,396,428
4002,1/23/2001,1973495,40-44,221,500303,4710367807421,2,50,76
4003,12/15/2000,896139,45-49,105,530404,4710205005750,1,121,119
4004,11/12/2000,2147741,>65,115,110119,4711258001256,1,28,34
4005,1/9/2001,2093765,25-29,221,130306,4710056516849,1,19,24
4006,11/12/2000,2150987,<25,Others,520121,20217280,1,24,35
4007,2/7/2001,1413953,40-44,114,110506,4710109770310,1,53,68
4008,1/19/2001,832786,40-44,221,100304,4710174018195,1,195,209
4009,11/12/2000,1920031,40-44,221,100505,4710018008634,1,62,65
4010,1/22/2001,2025155,30-34,221,110119,4711258002505,1,61,75
4011,1/19/2001,1991987,40-44,Others,530603,4710363512008,1,31,33
4012,2/15/2001,1308624,60-64,114,520414,4713003034052,2,110,158
4013,12/12/2000,2156859,30-34,Unknown,520101,4713452500030,1,145,199
4014,11/5/2000,1545180,30-34,221,530117,70501013304,1,58,72
4015,11/9/2000,947596,,Unknown,110604,4710762502129,1,39,54
4016,2/27/2001,1061574,40-44,115,100205,8801019931536,1,47,55
4017,2/7/2001,2015682,40-44,110,100102,4710757030200,1,24,30
4018,2/1/2001,931465,25-29,221,760922,4714082100546,1,65,90
4019,12/17/2000,923163,45-49,115,110323,4711186500012,1,26,35
4020,11/25/2000,2144917,40-44,110,100403,4714532115199,1,171,185
4021,11/22/2000,1714388,40-44,110,760618,733879211245,1,33,48
4022,2/16/2001,1632699,40-44,115,110107,4710063021183,2,114,60
4023,12/8/2000,1974454,35-39,110,300423,4901872449088,1,61,79
4024,11/11/2000,1856095,45-49,221,730326,4711629140102,1,80,107
4025,12/10/2000,311014,35-39,115,540110,20371210,2,58,84
4026,2/23/2001,768405,60-64,115,130315,4714981010038,2,50,26
4027,2/4/2001,2126777,30-34,114,530301,4710038850473,1,74,98
4028,11/8/2000,1481693,35-39,114,530103,4710032604812,2,208,258
4029,11/4/2000,1635232,40-44,115,100505,4710154012144,2,30,38
4030,1/21/2001,1303537,30-34,Unknown,100308,4710740600168,2,226,218
4031,11/25/2000,1858501,35-39,105,100403,4901201101021,5,760,775
4032,11/3/2000,860772,35-39,114,500804,9310022724008,1,12,17
4033,2/16/2001,2091365,35-39,115,110404,4713390600021,1,26,34
4034,12/30/2000,954723,45-49,115,540607,20369781,1,123,180
4035,2/4/2001,642859,35-39,115,110811,4710626111351,1,62,81
4036,11/10/2000,1012026,50-54,115,300716,4902806003000,1,80,109
4037,12/10/2000,1960044,30-34,221,500201,4710908131534,2,268,276
4038,2/15/2001,1530490,35-39,115,110108,4710088620156,2,154,130
4039,2/24/2001,1141726,35-39,115,530406,4710303267814,1,87,95
4040,1/29/2001,1845839,,Unknown,530408,4710363385008,1,145,170
4041,2/9/2001,2152615,>65,115,110217,4712162000038,1,150,145
4042,1/30/2001,1753257,35-39,115,120104,4710143830155,1,108,129
4043,1/18/2001,1846706,,Unknown,530402,4710060000990,2,326,364
4044,2/3/2001,2131306,40-44,115,100111,4903316463018,1,28,38
4045,11/18/2000,562317,35-39,221,110137,4711001302104,1,64,77
4046,12/9/2000,1908602,>65,115,110106,4711271000014,2,28,18
4047,1/29/2001,1293654,35-39,221,530116,4712815116246,1,83,110
4048,11/11/2000,1673852,30-34,221,130315,4714981010038,2,56,30
4049,1/21/2001,1839791,30-34,115,530406,4710094021480,1,49,59
4050,12/2/2000,220118,50-54,Unknown,500206,4710114322115,1,47,52
4051,1/25/2001,274975,35-39,115,130206,20415723,1,52,62
4052,1/7/2001,1208481,40-44,Unknown,760163,4716086062028,1,20,28
4053,12/4/2000,913263,50-54,221,100504,4710085104116,1,81,87
4054,2/6/2001,92043,45-49,115,760109,4713045636672,3,237,327
4055,11/28/2000,1600841,60-64,Others,470103,729238191921,1,4285,5130
4056,11/29/2000,558341,50-54,115,530101,4902430001823,2,186,238
4057,11/11/2000,1604931,30-34,Others,130315,4714981010038,2,56,30
4058,2/19/2001,2112589,60-64,115,120107,4715163100226,2,294,376
4059,11/17/2000,1111248,50-54,221,100305,4710852001013,1,35,41
4060,11/10/2000,2126883,45-49,110,130205,4710105046013,2,100,118
4061,2/14/2001,443531,45-49,115,120103,4710011401128,1,23,29
4062,1/26/2001,838450,25-29,110,590301,4710036140019,1,149,160
4063,12/24/2000,235228,>65,115,100102,8000500029350,1,49,56
4064,2/2/2001,1806960,30-34,Others,130102,4710088436337,1,32,37
4065,11/8/2000,426459,40-44,115,110119,4710626213314,1,23,27
4066,11/27/2000,595155,45-49,115,100505,4710018004605,1,35,38
4067,11/14/2000,936224,40-44,115,100505,4710154012144,1,15,19
4068,12/12/2000,1175196,30-34,115,120203,4719090200035,2,66,66
4069,11/26/2000,604734,50-54,110,120101,4711634002518,1,60,70
4070,12/1/2000,2158211,35-39,115,100504,4710085104130,1,81,87
4071,11/3/2000,960502,40-44,115,560201,4710036005608,1,294,336
4072,11/10/2000,1719871,30-34,115,100303,4710189600101,2,76,96
4073,1/18/2001,2056388,35-39,115,720509,4719866080137,1,85,126
4074,12/30/2000,2042244,45-49,Others,100604,625087881009,1,180,125
4075,1/21/2001,2105444,25-29,221,130101,20412074,1,55,62
4076,1/23/2001,1623840,35-39,115,720102,4713894802006,1,550,729
4077,1/22/2001,2154039,<25,115,110411,4710085120628,1,20,22
4078,1/21/2001,1522761,35-39,Others,100505,4710018004704,2,70,74
4079,2/10/2001,917650,45-49,221,100511,4710294110212,1,6,8
4080,2/25/2001,1406009,30-34,Others,520457,4711713490786,1,42,75
4081,12/12/2000,1540246,25-29,110,100217,28400015547,1,95,108
4082,11/7/2000,1901658,35-39,Others,110106,4711271000472,1,42,50
4083,12/18/2000,1212938,25-29,221,560339,4713627830337,1,55,75
4084,12/31/2000,1697698,40-44,221,110411,4710110241014,3,93,120
4085,2/21/2001,1400397,45-49,115,110217,4710892201275,2,360,390
4086,12/16/2000,1797138,35-39,221,560201,7610053910787,2,646,678
4087,11/5/2000,1680898,40-44,221,100513,4710095987402,1,85,99
4088,1/14/2001,1464764,40-44,115,100312,4710543310066,1,14,17
4089,12/31/2000,1471960,40-44,115,100205,4710176013143,2,28,36
4090,2/24/2001,1845990,,Unknown,760220,4710677005913,1,16,23
4091,11/10/2000,1765748,45-49,115,501131,2230090000095,1,38,59
4092,2/17/2001,1586022,25-29,110,760546,4714541010010,1,15,21
4093,11/2/2000,628662,50-54,Others,110507,4710010020054,1,21,25
4094,11/27/2000,1831221,30-34,221,320201,4710431196130,2,104,112
4095,1/2/2001,1957815,>65,106,100102,7614500010013,1,33,39
4096,11/13/2000,1806694,35-39,114,530105,4710494050226,1,68,95
4097,1/22/2001,770460,40-44,221,120101,4710093080075,2,182,198
4098,11/16/2000,1552355,30-34,115,760507,20506155,1,165,225
4099,12/18/2000,934756,45-49,115,120106,4710011402019,3,66,84
4100,11/5/2000,2055947,30-34,110,100205,4710176016045,1,14,18
4101,12/2/2000,1272048,35-39,115,100503,6001240100011,1,51,62
4102,11/12/2000,296106,45-49,115,110508,4719474000237,1,83,103
4103,11/19/2000,304184,40-44,221,760105,20451370,1,3,4
4104,12/13/2000,1995855,45-49,115,530101,4710036000719,3,147,147
4105,1/29/2001,1354560,50-54,105,110404,79763112275,1,25,30
4106,12/15/2000,778947,35-39,105,100301,4711128552215,1,38,47
4107,11/26/2000,1473056,40-44,105,130208,4710105031675,1,17,22
4108,1/14/2001,1676945,35-39,221,130105,4711437000056,1,13,16
4109,11/16/2000,1157185,35-39,115,110411,4710088412218,2,58,66
4110,11/15/2000,1659870,35-39,115,720122,4712301990206,1,200,284
4111,11/25/2000,1143850,40-44,221,500201,4710291112172,1,120,119
4112,1/21/2001,154468,35-39,115,520126,4714232170030,2,230,330
4113,12/17/2000,1967586,35-39,114,110812,4710626243212,1,107,135
4114,1/24/2001,202190,25-29,115,130101,47106710,1,21,26
4115,1/17/2001,1501377,45-49,221,130106,4710583300089,2,82,106
4116,1/14/2001,1752939,25-29,115,500303,4710367814832,1,50,56
4117,1/21/2001,2165288,>65,221,100401,9415007005469,1,434,489
4118,2/25/2001,738910,35-39,114,500102,4712054701371,2,108,102
4119,1/23/2001,532693,25-29,115,130305,4710719001286,1,15,21
4120,12/26/2000,389792,,115,100204,9556085318321,1,43,55
4121,2/6/2001,1857139,<25,115,120106,4710011402026,5,110,119
4122,11/25/2000,1728095,35-39,115,500803,9310022806810,1,16,21
4123,11/22/2000,1453263,35-39,221,300702,4710244146018,1,123,148
4124,1/22/2001,2023434,30-34,110,720303,4718813220046,1,85,129
4125,11/24/2000,1036978,40-44,221,130201,4710121023326,1,57,61
4126,2/6/2001,1499018,35-39,115,300424,381510125149,1,193,269
4127,2/18/2001,1688450,30-34,221,530111,4902430496964,1,117,159
4128,11/10/2000,1635225,45-49,Others,100201,4895060150323,1,40,49
4129,1/10/2001,1494068,30-34,Others,500806,26333009732,1,44,63
4130,12/7/2000,1542592,50-54,221,712201,20555344,1,327,390
4131,1/11/2001,689717,60-64,115,110117,78895423037,1,66,85
4132,2/25/2001,1423181,40-44,Others,100515,4710057118431,1,34,42
4133,1/22/2001,2049762,25-29,221,500303,4710364144246,2,18,30
4134,2/10/2001,2035550,35-39,106,530404,4710036009835,1,150,159
4135,12/4/2000,1650273,35-39,221,530103,8851111202652,2,96,98
4136,2/8/2001,1175066,45-49,115,100102,4025700001825,1,66,69
4137,2/28/2001,570565,30-34,Unknown,110117,4710685440362,2,86,98
4138,1/11/2001,418287,45-49,105,100312,4710543111076,3,96,114
4139,11/26/2000,1380460,35-39,Others,510325,4946869280138,1,35,55
